RESPONDENT_ID,V1_x,POL_BELIEFS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
959,2010,3.0,1.0,1.0,1.0,1.0,3.0,3.0
961,2010,2.0,0.0,0.0,1.0,2.0,5.0,5.0
962,2010,2.0,0.0,1.0,0.0,2.0,2.0,4.0
963,2010,3.0,0.0,1.0,1.0,5.0,5.0,5.0
965,2010,1.0,0.0,1.0,1.0,3.0,1.0,5.0
968,2010,3.0,1.0,1.0,1.0,2.0,1.0,5.0
969,2010,1.0,1.0,0.0,0.0,1.0,3.0,5.0
972,2010,2.0,0.0,1.0,1.0,2.0,3.0,2.0
975,2010,3.0,1.0,1.0,1.0,4.0,4.0,
977,2010,3.0,1.0,1.0,1.0,4.0,3.0,5.0
978,2010,1.0,1.0,1.0,1.0,3.0,5.0,4.0
980,2010,2.0,1.0,1.0,1.0,2.0,2.0,5.0
982,2010,3.0,1.0,1.0,1.0,2.0,3.0,3.0
983,2010,3.0,1.0,1.0,1.0,2.0,4.0,4.0
984,2010,3.0,1.0,1.0,1.0,,,
985,2010,2.0,1.0,1.0,1.0,4.0,2.0,4.0
986,2010,3.0,0.0,0.0,0.0,3.0,4.0,5.0
987,2010,2.0,1.0,1.0,1.0,1.0,4.0,4.0
988,2010,2.0,1.0,1.0,1.0,2.0,2.0,5.0
989,2010,3.0,0.0,1.0,1.0,2.0,3.0,5.0
990,2010,0.0,,,,5.0,3.0,3.0
991,2010,0.0,1.0,1.0,1.0,3.0,1.0,4.0
993,2010,2.0,1.0,1.0,1.0,3.0,3.0,4.0
995,2010,3.0,1.0,1.0,1.0,5.0,4.0,5.0
997,2010,1.0,1.0,1.0,1.0,3.0,2.0,4.0
999,2010,3.0,1.0,1.0,1.0,1.0,3.0,5.0
1000,2010,2.0,1.0,1.0,1.0,2.0,2.0,4.0
1001,2010,2.0,1.0,1.0,1.0,1.0,1.0,4.0
1003,2010,3.0,1.0,0.0,1.0,4.0,5.0,5.0
1004,2010,2.0,0.0,1.0,1.0,5.0,5.0,2.0
1006,2010,3.0,0.0,1.0,1.0,1.0,1.0,5.0
1008,2010,2.0,1.0,1.0,1.0,2.0,4.0,2.0
1011,2010,2.0,0.0,1.0,1.0,1.0,2.0,5.0
1013,2010,1.0,0.0,1.0,1.0,1.0,1.0,5.0
1014,2010,1.0,1.0,1.0,0.0,3.0,2.0,5.0
1018,2010,2.0,1.0,1.0,1.0,3.0,1.0,4.0
1019,2010,2.0,1.0,1.0,1.0,3.0,3.0,1.0
1021,2010,3.0,1.0,1.0,1.0,4.0,4.0,4.0
1025,2010,3.0,,,,4.0,4.0,4.0
1027,2010,1.0,1.0,0.0,1.0,2.0,5.0,5.0
1028,2010,2.0,,,,2.0,3.0,2.0
1030,2010,2.0,1.0,1.0,1.0,4.0,5.0,5.0
1031,2010,3.0,1.0,1.0,1.0,4.0,3.0,4.0
1032,2010,2.0,0.0,1.0,1.0,4.0,2.0,4.0
1034,2010,0.0,1.0,1.0,1.0,,,
1035,2010,2.0,1.0,0.0,0.0,5.0,3.0,5.0
1036,2010,2.0,1.0,1.0,1.0,2.0,1.0,5.0
1037,2010,2.0,1.0,0.0,1.0,4.0,4.0,5.0
1038,2010,1.0,,,,3.0,3.0,2.0
1040,2010,2.0,1.0,1.0,1.0,1.0,2.0,5.0
1041,2010,0.0,0.0,1.0,1.0,1.0,1.0,5.0
1048,2010,1.0,1.0,1.0,1.0,1.0,3.0,5.0
1049,2010,2.0,0.0,1.0,1.0,4.0,3.0,5.0
1050,2010,2.0,1.0,1.0,1.0,,,
1052,2010,3.0,1.0,1.0,1.0,3.0,2.0,5.0
1053,2010,4.0,0.0,0.0,1.0,4.0,4.0,4.0
1056,2010,1.0,1.0,1.0,1.0,2.0,3.0,2.0
1057,2010,1.0,1.0,1.0,1.0,3.0,1.0,4.0
1059,2010,3.0,1.0,1.0,1.0,3.0,1.0,5.0
1060,2010,3.0,1.0,1.0,1.0,2.0,3.0,4.0
1061,2010,3.0,1.0,0.0,1.0,3.0,4.0,4.0
1062,2010,1.0,0.0,0.0,1.0,1.0,4.0,5.0
1064,2010,0.0,0.0,0.0,1.0,5.0,5.0,5.0
1065,2010,3.0,1.0,1.0,1.0,2.0,,
1069,2010,3.0,1.0,1.0,1.0,3.0,2.0,3.0
1070,2010,2.0,1.0,1.0,0.0,1.0,3.0,4.0
1071,2010,2.0,1.0,1.0,1.0,,,
1072,2010,2.0,1.0,1.0,1.0,1.0,3.0,4.0
1075,2010,2.0,1.0,1.0,1.0,2.0,2.0,4.0
1076,2010,1.0,0.0,0.0,1.0,2.0,1.0,5.0
1077,2010,0.0,0.0,0.0,0.0,1.0,1.0,5.0
1078,2010,2.0,1.0,0.0,1.0,2.0,1.0,5.0
1080,2010,0.0,0.0,0.0,0.0,1.0,3.0,4.0
1081,2010,1.0,1.0,0.0,1.0,2.0,3.0,4.0
1082,2010,1.0,0.0,1.0,1.0,2.0,3.0,2.0
1085,2010,2.0,0.0,1.0,1.0,2.0,5.0,5.0
1087,2010,4.0,1.0,1.0,1.0,4.0,4.0,4.0
1089,2010,2.0,0.0,0.0,1.0,1.0,2.0,2.0
1091,2010,2.0,1.0,1.0,1.0,3.0,3.0,3.0
1094,2010,3.0,0.0,0.0,0.0,5.0,5.0,5.0
1096,2010,1.0,1.0,1.0,1.0,2.0,3.0,3.0
1097,2010,3.0,1.0,1.0,1.0,2.0,4.0,4.0
1100,2010,3.0,0.0,1.0,1.0,3.0,3.0,3.0
1101,2010,1.0,1.0,1.0,1.0,2.0,3.0,4.0
1102,2010,1.0,1.0,1.0,1.0,2.0,4.0,5.0
1105,2010,2.0,1.0,1.0,1.0,2.0,3.0,4.0
1106,2010,2.0,1.0,0.0,1.0,2.0,2.0,4.0
1107,2010,2.0,0.0,1.0,0.0,3.0,,
1108,2010,2.0,1.0,1.0,1.0,4.0,3.0,3.0
1112,2010,1.0,1.0,1.0,1.0,2.0,2.0,5.0
1113,2010,2.0,1.0,1.0,1.0,4.0,3.0,5.0
1114,2010,2.0,0.0,0.0,1.0,3.0,4.0,2.0
1119,2010,3.0,1.0,0.0,1.0,3.0,2.0,5.0
1121,2010,3.0,1.0,0.0,1.0,1.0,1.0,1.0
1123,2010,2.0,1.0,1.0,1.0,4.0,5.0,4.0
1124,2010,1.0,1.0,0.0,1.0,5.0,5.0,5.0
1126,2010,3.0,0.0,0.0,1.0,3.0,1.0,4.0
1130,2010,2.0,0.0,0.0,1.0,2.0,1.0,4.0
1131,2010,1.0,1.0,1.0,1.0,1.0,2.0,5.0
1133,2010,3.0,1.0,1.0,1.0,2.0,2.0,1.0
1134,2010,2.0,1.0,1.0,1.0,2.0,4.0,4.0
1135,2010,2.0,0.0,0.0,1.0,3.0,4.0,2.0
1136,2010,2.0,1.0,1.0,1.0,2.0,2.0,5.0
1137,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
1138,2010,2.0,0.0,1.0,1.0,5.0,5.0,5.0
1139,2010,3.0,0.0,0.0,1.0,3.0,3.0,5.0
1141,2010,3.0,1.0,1.0,1.0,3.0,4.0,4.0
1143,2010,4.0,1.0,1.0,1.0,1.0,3.0,5.0
1145,2010,0.0,1.0,1.0,1.0,2.0,3.0,4.0
1146,2010,2.0,0.0,1.0,1.0,1.0,1.0,1.0
1148,2010,3.0,0.0,1.0,0.0,2.0,1.0,1.0
1149,2010,3.0,1.0,0.0,1.0,4.0,1.0,2.0
1150,2010,0.0,1.0,0.0,0.0,1.0,1.0,4.0
1151,2010,2.0,0.0,1.0,0.0,2.0,1.0,4.0
1152,2010,0.0,1.0,1.0,1.0,1.0,1.0,5.0
1153,2010,2.0,0.0,0.0,1.0,4.0,1.0,4.0
1154,2010,1.0,1.0,1.0,1.0,1.0,1.0,4.0
1155,2010,4.0,1.0,1.0,1.0,3.0,4.0,4.0
1156,2010,3.0,1.0,1.0,1.0,3.0,3.0,3.0
1158,2010,2.0,1.0,1.0,1.0,3.0,3.0,4.0
1159,2010,2.0,,,,3.0,2.0,5.0
1161,2010,3.0,0.0,0.0,1.0,,,
1163,2010,1.0,1.0,1.0,1.0,3.0,4.0,2.0
1165,2010,2.0,1.0,1.0,1.0,1.0,2.0,5.0
1167,2010,2.0,1.0,1.0,1.0,1.0,5.0,5.0
1171,2010,2.0,0.0,1.0,1.0,4.0,3.0,5.0
1172,2010,2.0,1.0,0.0,1.0,5.0,5.0,2.0
1173,2010,1.0,0.0,0.0,1.0,1.0,2.0,5.0
1174,2010,1.0,1.0,0.0,1.0,2.0,3.0,4.0
1178,2010,1.0,1.0,1.0,1.0,2.0,3.0,4.0
1181,2010,3.0,0.0,0.0,1.0,,,
1182,2010,3.0,1.0,1.0,1.0,2.0,3.0,5.0
1183,2010,1.0,0.0,0.0,1.0,2.0,2.0,4.0
1184,2010,2.0,1.0,1.0,1.0,3.0,2.0,1.0
1187,2010,3.0,1.0,1.0,1.0,1.0,5.0,5.0
1188,2010,2.0,1.0,1.0,1.0,2.0,1.0,5.0
1191,2010,4.0,1.0,1.0,1.0,3.0,4.0,4.0
1193,2010,1.0,1.0,0.0,1.0,5.0,4.0,4.0
1194,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
1195,2010,1.0,0.0,1.0,1.0,1.0,2.0,5.0
1196,2010,1.0,1.0,1.0,0.0,2.0,4.0,4.0
1200,2010,3.0,1.0,1.0,1.0,2.0,5.0,5.0
1201,2010,1.0,1.0,1.0,1.0,4.0,3.0,3.0
1203,2010,1.0,,,,1.0,2.0,4.0
1204,2010,2.0,1.0,0.0,1.0,2.0,3.0,5.0
1205,2010,2.0,1.0,1.0,1.0,2.0,,
1206,2010,3.0,1.0,1.0,1.0,2.0,4.0,4.0
1207,2010,2.0,1.0,0.0,1.0,1.0,3.0,4.0
1208,2010,2.0,1.0,1.0,1.0,3.0,4.0,4.0
1210,2010,3.0,1.0,1.0,1.0,5.0,5.0,1.0
1211,2010,2.0,1.0,1.0,1.0,4.0,4.0,4.0
1214,2010,2.0,0.0,1.0,1.0,1.0,2.0,5.0
1217,2010,0.0,1.0,1.0,1.0,3.0,4.0,3.0
1218,2010,2.0,0.0,0.0,1.0,1.0,3.0,4.0
1219,2010,2.0,,,,4.0,1.0,5.0
1225,2010,2.0,1.0,1.0,1.0,3.0,3.0,4.0
1226,2010,3.0,1.0,1.0,1.0,4.0,4.0,4.0
1227,2010,3.0,,,,3.0,5.0,4.0
1228,2010,2.0,0.0,1.0,0.0,5.0,3.0,5.0
1233,2010,3.0,0.0,0.0,1.0,4.0,5.0,1.0
1234,2010,2.0,0.0,1.0,1.0,4.0,4.0,4.0
1235,2010,2.0,1.0,1.0,1.0,2.0,2.0,4.0
1237,2010,1.0,1.0,1.0,1.0,2.0,1.0,4.0
1238,2010,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1239,2010,3.0,0.0,1.0,1.0,2.0,5.0,5.0
1240,2010,2.0,1.0,1.0,1.0,4.0,4.0,2.0
1244,2010,2.0,,,,4.0,4.0,4.0
1246,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
1247,2010,2.0,0.0,0.0,1.0,4.0,3.0,4.0
1248,2010,1.0,,,,2.0,2.0,4.0
1250,2010,2.0,1.0,1.0,1.0,,,
1251,2010,2.0,0.0,1.0,1.0,5.0,4.0,4.0
1252,2010,3.0,0.0,1.0,1.0,1.0,1.0,4.0
1253,2010,1.0,1.0,1.0,1.0,3.0,3.0,3.0
1255,2010,1.0,0.0,1.0,0.0,4.0,2.0,5.0
1256,2010,3.0,,,,3.0,3.0,4.0
1257,2010,1.0,1.0,0.0,1.0,2.0,3.0,4.0
1259,2010,2.0,1.0,0.0,1.0,1.0,1.0,5.0
1260,2010,2.0,1.0,0.0,1.0,1.0,2.0,1.0
1261,2010,2.0,0.0,1.0,1.0,2.0,3.0,4.0
1262,2010,1.0,0.0,1.0,1.0,5.0,3.0,3.0
1264,2010,2.0,1.0,1.0,1.0,1.0,4.0,5.0
1265,2010,0.0,1.0,1.0,1.0,4.0,3.0,4.0
1266,2010,2.0,1.0,1.0,1.0,1.0,2.0,4.0
1267,2010,2.0,,,,1.0,1.0,5.0
1268,2010,1.0,1.0,1.0,1.0,2.0,3.0,4.0
1269,2010,2.0,1.0,1.0,1.0,2.0,4.0,4.0
1271,2010,2.0,1.0,0.0,0.0,2.0,2.0,2.0
1273,2010,1.0,0.0,0.0,0.0,4.0,4.0,3.0
1274,2010,2.0,1.0,1.0,1.0,4.0,4.0,4.0
1275,2010,2.0,1.0,1.0,1.0,1.0,1.0,4.0
1277,2010,1.0,,,,3.0,5.0,4.0
1280,2010,4.0,1.0,1.0,1.0,4.0,2.0,4.0
1282,2010,1.0,1.0,1.0,1.0,2.0,4.0,4.0
1283,2010,2.0,1.0,1.0,1.0,5.0,5.0,4.0
1284,2010,3.0,1.0,1.0,1.0,1.0,2.0,3.0
1285,2010,1.0,1.0,1.0,1.0,2.0,4.0,4.0
1286,2010,2.0,,,,3.0,3.0,3.0
1290,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
1291,2010,2.0,0.0,1.0,1.0,2.0,3.0,5.0
1292,2010,2.0,0.0,1.0,0.0,4.0,4.0,4.0
1293,2010,2.0,0.0,1.0,1.0,3.0,1.0,4.0
1294,2010,2.0,0.0,0.0,1.0,3.0,3.0,4.0
1297,2010,1.0,0.0,0.0,1.0,1.0,2.0,5.0
1298,2010,3.0,1.0,0.0,1.0,3.0,3.0,4.0
1300,2010,3.0,1.0,1.0,1.0,4.0,1.0,5.0
1301,2010,3.0,1.0,0.0,1.0,4.0,5.0,5.0
1303,2010,3.0,0.0,1.0,1.0,3.0,4.0,4.0
1304,2010,1.0,1.0,1.0,1.0,2.0,1.0,5.0
1305,2010,1.0,0.0,0.0,1.0,,,
1308,2010,2.0,1.0,1.0,1.0,2.0,4.0,4.0
1309,2010,3.0,0.0,1.0,1.0,4.0,4.0,4.0
1310,2010,2.0,0.0,1.0,1.0,1.0,2.0,4.0
1311,2010,1.0,1.0,1.0,1.0,,,
1313,2010,1.0,1.0,1.0,1.0,,,
1317,2010,1.0,1.0,1.0,1.0,5.0,5.0,1.0
1318,2010,2.0,0.0,1.0,1.0,4.0,2.0,5.0
1319,2010,2.0,0.0,0.0,0.0,3.0,4.0,3.0
1321,2010,3.0,0.0,1.0,1.0,4.0,5.0,2.0
1325,2010,2.0,0.0,1.0,1.0,5.0,4.0,3.0
1329,2010,2.0,0.0,1.0,1.0,2.0,4.0,4.0
1330,2010,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1331,2010,3.0,0.0,1.0,1.0,3.0,4.0,5.0
1332,2010,2.0,0.0,0.0,0.0,2.0,3.0,4.0
1335,2010,2.0,1.0,1.0,1.0,3.0,2.0,5.0
1336,2010,0.0,1.0,1.0,1.0,2.0,3.0,5.0
1338,2010,2.0,1.0,1.0,1.0,4.0,5.0,4.0
1339,2010,2.0,0.0,0.0,0.0,1.0,2.0,4.0
1348,2010,3.0,1.0,1.0,1.0,2.0,3.0,4.0
1349,2010,2.0,,,,2.0,4.0,5.0
1350,2010,2.0,0.0,1.0,0.0,1.0,4.0,5.0
1351,2010,1.0,1.0,0.0,1.0,2.0,3.0,4.0
1352,2010,2.0,0.0,0.0,1.0,4.0,5.0,3.0
1354,2010,2.0,1.0,1.0,0.0,3.0,2.0,5.0
1356,2010,2.0,1.0,1.0,1.0,5.0,4.0,4.0
1359,2010,1.0,1.0,1.0,1.0,3.0,,
1360,2010,4.0,1.0,1.0,1.0,1.0,1.0,5.0
1361,2010,2.0,,,,2.0,4.0,3.0
1363,2010,0.0,,,,5.0,5.0,5.0
1365,2010,1.0,1.0,1.0,0.0,4.0,3.0,3.0
1368,2010,0.0,1.0,1.0,1.0,,,
1370,2010,2.0,,,,3.0,2.0,4.0
1371,2010,2.0,1.0,1.0,1.0,3.0,4.0,4.0
1372,2010,2.0,1.0,1.0,1.0,3.0,4.0,5.0
1373,2010,1.0,0.0,0.0,1.0,3.0,3.0,5.0
1375,2010,3.0,0.0,0.0,0.0,2.0,2.0,4.0
1378,2010,2.0,1.0,1.0,1.0,2.0,2.0,1.0
1380,2010,2.0,1.0,1.0,1.0,,,
1381,2010,0.0,1.0,1.0,1.0,4.0,4.0,4.0
1383,2010,2.0,1.0,1.0,1.0,3.0,5.0,4.0
1384,2010,0.0,,,,3.0,2.0,5.0
1385,2010,3.0,1.0,1.0,1.0,3.0,2.0,2.0
1386,2010,2.0,0.0,0.0,1.0,3.0,2.0,4.0
1387,2010,2.0,1.0,1.0,1.0,2.0,4.0,4.0
1388,2010,3.0,1.0,1.0,1.0,4.0,1.0,4.0
1390,2010,2.0,1.0,1.0,1.0,4.0,3.0,3.0
1391,2010,2.0,1.0,1.0,1.0,4.0,5.0,4.0
1394,2010,2.0,1.0,1.0,1.0,5.0,1.0,1.0
1395,2010,4.0,1.0,0.0,1.0,5.0,5.0,4.0
1397,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
1399,2010,3.0,0.0,0.0,1.0,5.0,1.0,4.0
1400,2010,2.0,1.0,0.0,0.0,4.0,,4.0
1403,2010,2.0,1.0,1.0,1.0,2.0,4.0,4.0
1404,2010,2.0,0.0,1.0,1.0,2.0,4.0,4.0
1405,2010,1.0,1.0,1.0,1.0,,,
1406,2010,3.0,1.0,0.0,0.0,1.0,1.0,5.0
1407,2010,3.0,0.0,1.0,1.0,4.0,1.0,4.0
1409,2010,0.0,1.0,1.0,1.0,,,
1412,2010,2.0,1.0,1.0,1.0,,,
1413,2010,3.0,0.0,1.0,1.0,2.0,4.0,4.0
1415,2010,1.0,,,,2.0,1.0,5.0
1416,2010,1.0,1.0,1.0,1.0,1.0,1.0,5.0
1418,2010,3.0,1.0,1.0,1.0,2.0,2.0,5.0
1419,2010,1.0,1.0,0.0,1.0,,,
1421,2010,1.0,1.0,0.0,1.0,2.0,4.0,5.0
1423,2010,1.0,1.0,1.0,0.0,4.0,2.0,2.0
1428,2010,3.0,1.0,0.0,1.0,2.0,4.0,4.0
1429,2010,2.0,1.0,1.0,1.0,1.0,4.0,4.0
1430,2010,2.0,0.0,0.0,1.0,4.0,1.0,5.0
1432,2010,3.0,0.0,0.0,1.0,2.0,2.0,5.0
1434,2010,1.0,0.0,1.0,1.0,3.0,1.0,4.0
1435,2010,3.0,1.0,0.0,1.0,4.0,5.0,5.0
1436,2010,1.0,0.0,0.0,1.0,4.0,4.0,4.0
1439,2010,2.0,,,,4.0,5.0,5.0
1443,2010,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1444,2010,2.0,1.0,1.0,1.0,2.0,4.0,4.0
1445,2010,2.0,1.0,1.0,1.0,3.0,3.0,3.0
1450,2010,1.0,0.0,1.0,0.0,,,
1454,2010,3.0,0.0,0.0,1.0,4.0,5.0,1.0
1457,2010,2.0,0.0,1.0,1.0,,,
1459,2010,1.0,1.0,0.0,1.0,2.0,3.0,4.0
1460,2010,1.0,1.0,1.0,1.0,1.0,4.0,4.0
1461,2010,2.0,,,,1.0,1.0,5.0
1463,2010,0.0,1.0,1.0,1.0,4.0,1.0,5.0
1467,2010,1.0,0.0,1.0,1.0,2.0,3.0,4.0
1468,2010,2.0,,,,1.0,1.0,4.0
1469,2010,1.0,0.0,1.0,0.0,3.0,1.0,4.0
1471,2010,2.0,1.0,1.0,1.0,1.0,3.0,5.0
1473,2010,2.0,1.0,0.0,1.0,2.0,4.0,4.0
1474,2010,1.0,,,,3.0,5.0,2.0
1477,2010,2.0,1.0,1.0,1.0,2.0,2.0,4.0
1479,2010,2.0,1.0,1.0,1.0,2.0,2.0,2.0
1480,2010,2.0,0.0,0.0,1.0,3.0,4.0,4.0
1481,2010,1.0,0.0,0.0,1.0,,,
1483,2010,1.0,1.0,0.0,1.0,1.0,1.0,5.0
1485,2010,3.0,1.0,0.0,1.0,2.0,2.0,5.0
1487,2010,3.0,1.0,1.0,1.0,2.0,2.0,4.0
1488,2010,3.0,1.0,0.0,1.0,2.0,5.0,5.0
1491,2010,2.0,1.0,1.0,1.0,1.0,4.0,5.0
1496,2010,3.0,1.0,1.0,1.0,4.0,5.0,3.0
1497,2010,3.0,1.0,1.0,1.0,,,
1498,2010,2.0,0.0,0.0,1.0,3.0,5.0,5.0
1499,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
1503,2010,2.0,1.0,1.0,1.0,2.0,3.0,4.0
1505,2010,3.0,1.0,1.0,1.0,5.0,5.0,2.0
1506,2010,2.0,1.0,1.0,1.0,2.0,3.0,5.0
1508,2010,2.0,1.0,1.0,1.0,2.0,2.0,4.0
1509,2010,0.0,1.0,1.0,1.0,1.0,1.0,5.0
1510,2010,1.0,1.0,0.0,1.0,2.0,1.0,5.0
1511,2010,3.0,0.0,0.0,0.0,5.0,3.0,3.0
1512,2010,3.0,1.0,0.0,1.0,2.0,2.0,4.0
1516,2010,2.0,1.0,1.0,1.0,1.0,4.0,4.0
1517,2010,3.0,0.0,0.0,1.0,,,
1519,2010,2.0,0.0,0.0,1.0,4.0,5.0,3.0
1520,2010,1.0,1.0,1.0,1.0,3.0,5.0,5.0
1522,2010,0.0,1.0,0.0,1.0,2.0,1.0,5.0
1523,2010,3.0,1.0,1.0,1.0,1.0,5.0,1.0
1526,2010,3.0,0.0,1.0,0.0,3.0,3.0,3.0
1527,2010,2.0,1.0,1.0,0.0,1.0,1.0,1.0
1530,2010,4.0,0.0,1.0,1.0,1.0,1.0,1.0
1531,2010,4.0,,,,4.0,2.0,5.0
1532,2010,4.0,0.0,1.0,1.0,1.0,1.0,5.0
1533,2010,1.0,,,,2.0,2.0,4.0
1536,2010,2.0,0.0,1.0,1.0,1.0,,
1537,2010,3.0,0.0,0.0,0.0,2.0,4.0,4.0
1539,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
1540,2010,3.0,1.0,0.0,1.0,3.0,5.0,4.0
1543,2010,3.0,1.0,0.0,1.0,4.0,5.0,4.0
1544,2010,1.0,1.0,1.0,1.0,1.0,3.0,4.0
1546,2010,4.0,0.0,0.0,1.0,,,
1548,2010,2.0,0.0,0.0,1.0,4.0,4.0,4.0
1549,2010,2.0,1.0,1.0,1.0,,,
1551,2010,0.0,1.0,1.0,1.0,,,
1553,2010,2.0,0.0,0.0,0.0,2.0,3.0,4.0
1555,2010,1.0,0.0,0.0,1.0,3.0,,
1560,2010,3.0,1.0,1.0,1.0,4.0,5.0,4.0
1561,2010,2.0,0.0,0.0,0.0,4.0,5.0,5.0
1563,2010,4.0,1.0,1.0,1.0,1.0,1.0,5.0
1565,2010,3.0,1.0,1.0,1.0,2.0,4.0,4.0
1569,2010,1.0,0.0,0.0,1.0,,,
1572,2010,0.0,1.0,0.0,1.0,3.0,3.0,5.0
1573,2010,0.0,0.0,1.0,1.0,1.0,1.0,5.0
1575,2010,1.0,1.0,1.0,1.0,2.0,2.0,5.0
1577,2010,3.0,1.0,0.0,1.0,1.0,4.0,4.0
1578,2010,1.0,1.0,1.0,1.0,2.0,2.0,5.0
1580,2010,1.0,0.0,1.0,1.0,1.0,1.0,5.0
1582,2010,2.0,,,,3.0,4.0,3.0
1583,2010,1.0,1.0,1.0,1.0,2.0,4.0,4.0
1584,2010,0.0,1.0,1.0,1.0,2.0,1.0,4.0
1586,2010,1.0,1.0,1.0,1.0,2.0,5.0,2.0
1587,2010,2.0,1.0,1.0,1.0,2.0,3.0,5.0
1588,2010,2.0,1.0,1.0,1.0,5.0,5.0,2.0
1589,2010,1.0,1.0,1.0,1.0,3.0,5.0,4.0
1590,2010,3.0,1.0,1.0,1.0,3.0,4.0,4.0
1591,2010,3.0,1.0,1.0,1.0,,,
1593,2010,2.0,1.0,1.0,1.0,2.0,2.0,4.0
1594,2010,3.0,,,,3.0,2.0,4.0
1595,2010,2.0,1.0,1.0,1.0,3.0,3.0,4.0
1597,2010,3.0,1.0,0.0,1.0,5.0,5.0,5.0
1599,2010,3.0,1.0,1.0,1.0,,,
1601,2010,3.0,0.0,1.0,1.0,4.0,2.0,5.0
1603,2010,3.0,1.0,1.0,1.0,2.0,2.0,4.0
1604,2010,3.0,1.0,0.0,1.0,4.0,5.0,5.0
1607,2010,2.0,1.0,1.0,1.0,1.0,4.0,4.0
1608,2010,3.0,1.0,1.0,1.0,4.0,4.0,5.0
1609,2010,1.0,0.0,1.0,1.0,2.0,2.0,4.0
1610,2010,0.0,1.0,1.0,1.0,3.0,3.0,4.0
1611,2010,2.0,1.0,0.0,1.0,1.0,1.0,5.0
1613,2010,2.0,1.0,1.0,0.0,2.0,3.0,4.0
1615,2010,1.0,0.0,1.0,1.0,,,
1616,2010,1.0,1.0,1.0,1.0,4.0,1.0,4.0
1617,2010,1.0,0.0,1.0,1.0,2.0,4.0,3.0
1618,2010,3.0,1.0,1.0,1.0,,,
1619,2010,4.0,1.0,1.0,1.0,1.0,1.0,5.0
1620,2010,1.0,1.0,1.0,1.0,3.0,4.0,5.0
1621,2010,3.0,1.0,0.0,1.0,2.0,2.0,4.0
1622,2010,3.0,1.0,1.0,1.0,2.0,1.0,4.0
1623,2010,3.0,0.0,0.0,1.0,2.0,4.0,4.0
1624,2010,2.0,1.0,1.0,1.0,5.0,5.0,3.0
1625,2010,3.0,0.0,1.0,0.0,1.0,1.0,4.0
1626,2010,2.0,1.0,1.0,1.0,1.0,5.0,5.0
1627,2010,2.0,1.0,1.0,1.0,2.0,3.0,5.0
1628,2010,3.0,1.0,1.0,1.0,3.0,1.0,3.0
1629,2010,1.0,0.0,0.0,1.0,,,
1630,2010,1.0,,,,2.0,3.0,5.0
1632,2010,3.0,1.0,1.0,1.0,3.0,5.0,5.0
1633,2010,1.0,1.0,1.0,1.0,5.0,5.0,4.0
1634,2010,3.0,1.0,1.0,1.0,2.0,5.0,4.0
1636,2010,2.0,1.0,1.0,1.0,2.0,1.0,5.0
1637,2010,2.0,1.0,0.0,1.0,1.0,1.0,5.0
1639,2010,4.0,0.0,0.0,1.0,1.0,1.0,1.0
1640,2010,2.0,,,,,,
1641,2010,1.0,1.0,1.0,1.0,2.0,2.0,5.0
1642,2010,4.0,1.0,1.0,1.0,2.0,2.0,4.0
1644,2010,2.0,0.0,0.0,0.0,1.0,4.0,4.0
1645,2010,2.0,0.0,0.0,0.0,2.0,4.0,4.0
1647,2010,3.0,1.0,0.0,1.0,3.0,5.0,5.0
1649,2010,2.0,1.0,0.0,1.0,1.0,5.0,3.0
1651,2010,1.0,,,,1.0,4.0,5.0
1652,2010,2.0,0.0,1.0,1.0,,,
1653,2010,1.0,1.0,1.0,1.0,5.0,1.0,5.0
1654,2010,4.0,1.0,1.0,1.0,1.0,2.0,4.0
1655,2010,0.0,1.0,0.0,1.0,2.0,2.0,5.0
1656,2010,2.0,1.0,0.0,1.0,3.0,3.0,3.0
1657,2010,2.0,0.0,1.0,0.0,2.0,1.0,5.0
1658,2010,1.0,0.0,0.0,1.0,2.0,3.0,5.0
1660,2010,4.0,1.0,1.0,1.0,2.0,2.0,5.0
1663,2010,2.0,1.0,1.0,1.0,2.0,2.0,5.0
1664,2010,1.0,1.0,1.0,1.0,3.0,4.0,4.0
1667,2010,3.0,1.0,1.0,1.0,5.0,5.0,5.0
1669,2010,2.0,0.0,0.0,0.0,1.0,4.0,5.0
1670,2010,1.0,,,,3.0,1.0,4.0
1671,2010,1.0,1.0,0.0,1.0,1.0,4.0,4.0
1672,2010,3.0,0.0,0.0,1.0,1.0,1.0,4.0
1673,2010,2.0,1.0,1.0,1.0,3.0,5.0,5.0
1678,2010,3.0,1.0,1.0,1.0,1.0,1.0,4.0
1679,2010,2.0,0.0,1.0,1.0,2.0,2.0,4.0
1680,2010,2.0,0.0,1.0,1.0,3.0,5.0,5.0
