RESPONDENT_ID,V1_x,POL_BELIEFS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
2368,2010,2.0,1.0,0.0,1.0,4.0,4.0,4.0
2369,2010,4.0,,,,2.0,4.0,4.0
2373,2010,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2375,2010,0.0,1.0,1.0,1.0,1.0,1.0,5.0
2376,2010,2.0,1.0,1.0,1.0,1.0,2.0,4.0
2377,2010,2.0,,,,1.0,4.0,5.0
2378,2010,2.0,0.0,1.0,0.0,1.0,2.0,5.0
2379,2010,0.0,1.0,1.0,1.0,2.0,1.0,5.0
2380,2010,0.0,1.0,1.0,0.0,1.0,1.0,5.0
2381,2010,1.0,,,,1.0,1.0,5.0
2382,2010,1.0,1.0,1.0,1.0,2.0,1.0,5.0
2383,2010,0.0,0.0,0.0,1.0,1.0,1.0,5.0
2385,2010,2.0,0.0,1.0,1.0,1.0,4.0,5.0
2387,2010,1.0,1.0,1.0,0.0,4.0,1.0,5.0
2389,2010,3.0,1.0,1.0,1.0,1.0,3.0,5.0
2390,2010,3.0,0.0,0.0,0.0,5.0,5.0,5.0
2391,2010,4.0,1.0,1.0,1.0,2.0,3.0,5.0
2392,2010,4.0,,,,4.0,2.0,5.0
2393,2010,2.0,0.0,0.0,0.0,1.0,1.0,5.0
2394,2010,3.0,1.0,0.0,1.0,2.0,,
2395,2010,2.0,1.0,1.0,1.0,3.0,4.0,5.0
2396,2010,0.0,0.0,1.0,0.0,1.0,1.0,1.0
2397,2010,1.0,1.0,1.0,1.0,2.0,1.0,4.0
2400,2010,3.0,1.0,0.0,0.0,2.0,2.0,4.0
2401,2010,2.0,1.0,1.0,1.0,1.0,5.0,5.0
2402,2010,1.0,1.0,1.0,1.0,4.0,4.0,5.0
2403,2010,4.0,1.0,1.0,1.0,4.0,5.0,4.0
2404,2010,3.0,0.0,1.0,0.0,1.0,5.0,5.0
2405,2010,3.0,1.0,1.0,1.0,2.0,3.0,5.0
2406,2010,4.0,1.0,1.0,1.0,1.0,1.0,1.0
2407,2010,4.0,1.0,1.0,1.0,1.0,1.0,5.0
2408,2010,0.0,1.0,1.0,1.0,2.0,4.0,1.0
2409,2010,1.0,1.0,1.0,1.0,5.0,4.0,4.0
2410,2010,2.0,1.0,1.0,1.0,2.0,4.0,2.0
2412,2010,1.0,0.0,1.0,1.0,2.0,4.0,4.0
2413,2010,0.0,0.0,1.0,1.0,3.0,4.0,3.0
2414,2010,2.0,0.0,1.0,1.0,3.0,1.0,5.0
2416,2010,1.0,0.0,1.0,1.0,3.0,1.0,4.0
2418,2010,3.0,1.0,0.0,1.0,2.0,4.0,4.0
2419,2010,2.0,1.0,1.0,1.0,2.0,5.0,5.0
2420,2010,1.0,1.0,0.0,1.0,1.0,1.0,5.0
2421,2010,1.0,0.0,0.0,1.0,2.0,2.0,5.0
2422,2010,1.0,1.0,1.0,1.0,2.0,1.0,5.0
2423,2010,1.0,1.0,1.0,1.0,4.0,1.0,4.0
2425,2010,4.0,1.0,1.0,1.0,2.0,4.0,5.0
2426,2010,2.0,1.0,0.0,1.0,1.0,2.0,5.0
2427,2010,2.0,1.0,0.0,1.0,4.0,4.0,5.0
2428,2010,3.0,,,,1.0,1.0,5.0
2429,2010,1.0,0.0,1.0,1.0,1.0,3.0,4.0
2430,2010,2.0,0.0,1.0,1.0,1.0,4.0,4.0
2431,2010,3.0,1.0,1.0,1.0,1.0,2.0,5.0
2433,2010,1.0,0.0,0.0,0.0,1.0,2.0,5.0
2434,2010,2.0,0.0,0.0,0.0,1.0,2.0,5.0
2435,2010,2.0,0.0,1.0,1.0,,,
2437,2010,2.0,1.0,1.0,1.0,1.0,2.0,5.0
2438,2010,3.0,1.0,0.0,1.0,2.0,2.0,5.0
2439,2010,2.0,1.0,1.0,1.0,2.0,4.0,5.0
2440,2010,1.0,1.0,1.0,1.0,1.0,3.0,5.0
2441,2010,2.0,1.0,1.0,1.0,1.0,2.0,2.0
2442,2010,3.0,0.0,1.0,1.0,2.0,4.0,4.0
2443,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2444,2010,4.0,1.0,0.0,0.0,1.0,4.0,3.0
2445,2010,1.0,0.0,0.0,0.0,1.0,2.0,4.0
2446,2010,4.0,1.0,1.0,1.0,1.0,1.0,5.0
2448,2010,2.0,1.0,1.0,1.0,,,
2449,2010,3.0,1.0,0.0,1.0,2.0,3.0,5.0
2450,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
2451,2010,4.0,1.0,1.0,1.0,1.0,1.0,5.0
2452,2010,2.0,0.0,1.0,1.0,5.0,4.0,4.0
2454,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
2457,2010,0.0,0.0,1.0,1.0,1.0,1.0,5.0
2458,2010,1.0,1.0,0.0,1.0,1.0,2.0,5.0
2459,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2460,2010,3.0,1.0,1.0,1.0,3.0,3.0,3.0
2461,2010,3.0,0.0,0.0,1.0,2.0,3.0,3.0
2463,2010,1.0,1.0,1.0,1.0,3.0,1.0,5.0
2464,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
2466,2010,2.0,1.0,1.0,1.0,3.0,4.0,4.0
2467,2010,3.0,1.0,1.0,1.0,1.0,1.0,5.0
2468,2010,2.0,0.0,0.0,1.0,2.0,2.0,2.0
2469,2010,4.0,1.0,1.0,1.0,1.0,1.0,5.0
2470,2010,2.0,1.0,1.0,1.0,1.0,1.0,5.0
2471,2010,2.0,1.0,0.0,1.0,3.0,4.0,5.0
2473,2010,2.0,0.0,0.0,0.0,1.0,1.0,5.0
2474,2010,3.0,1.0,1.0,1.0,3.0,3.0,4.0
2475,2010,1.0,0.0,0.0,0.0,2.0,2.0,5.0
2477,2010,1.0,1.0,1.0,1.0,4.0,5.0,5.0
2478,2010,2.0,0.0,0.0,0.0,2.0,5.0,5.0
2480,2010,4.0,0.0,0.0,0.0,1.0,3.0,1.0
2481,2010,2.0,0.0,1.0,1.0,2.0,2.0,3.0
2482,2010,2.0,1.0,1.0,1.0,5.0,5.0,5.0
2483,2010,4.0,1.0,1.0,1.0,,,
2485,2010,2.0,0.0,1.0,1.0,1.0,2.0,5.0
2486,2010,4.0,0.0,1.0,1.0,3.0,3.0,2.0
2487,2010,1.0,0.0,1.0,1.0,2.0,1.0,5.0
2488,2010,3.0,1.0,1.0,1.0,1.0,4.0,5.0
2489,2010,0.0,0.0,1.0,1.0,1.0,1.0,5.0
2490,2010,2.0,0.0,0.0,1.0,1.0,5.0,4.0
2491,2010,0.0,0.0,1.0,0.0,2.0,3.0,5.0
2492,2010,4.0,1.0,0.0,1.0,2.0,1.0,4.0
2493,2010,0.0,,,,4.0,5.0,5.0
2494,2010,2.0,1.0,1.0,1.0,2.0,3.0,4.0
2495,2010,4.0,1.0,1.0,1.0,5.0,5.0,2.0
2496,2010,4.0,1.0,1.0,1.0,4.0,5.0,4.0
2497,2010,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2498,2010,4.0,1.0,1.0,1.0,2.0,4.0,5.0
2499,2010,1.0,1.0,1.0,1.0,1.0,1.0,5.0
2500,2010,2.0,1.0,1.0,1.0,3.0,5.0,5.0
2502,2010,2.0,,,,1.0,5.0,5.0
2504,2010,4.0,1.0,1.0,1.0,2.0,3.0,4.0
2505,2010,2.0,0.0,1.0,1.0,5.0,3.0,5.0
2507,2010,1.0,1.0,1.0,1.0,3.0,4.0,3.0
2508,2010,3.0,0.0,1.0,0.0,1.0,1.0,4.0
2509,2010,4.0,0.0,1.0,0.0,2.0,5.0,3.0
2510,2010,0.0,1.0,1.0,1.0,1.0,1.0,5.0
2512,2010,4.0,,,,2.0,3.0,5.0
2513,2010,4.0,,,,2.0,4.0,5.0
2516,2010,0.0,1.0,1.0,1.0,1.0,1.0,5.0
2517,2010,2.0,1.0,0.0,1.0,2.0,1.0,1.0
2519,2010,0.0,1.0,1.0,1.0,1.0,4.0,5.0
