RESPONDENT_ID,V1_x,SEX,POL_BELIEFS,BR_SR_inhouse,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
1765,2013,1.0,4.0,1.0,3.0,3.0,5.0
1766,2013,1.0,2.0,1.0,4.0,4.0,5.0
1767,2013,0.0,1.0,,,,
1771,2013,1.0,1.0,0.0,4.0,5.0,3.0
1772,2013,1.0,1.0,1.0,3.0,3.0,5.0
1776,2013,1.0,2.0,1.0,1.0,4.0,4.0
1777,2013,0.0,2.0,0.0,,,
1778,2013,0.0,3.0,1.0,4.0,2.0,4.0
1783,2013,1.0,1.0,1.0,2.0,3.0,4.0
1785,2013,0.0,3.0,1.0,4.0,5.0,4.0
1786,2013,1.0,0.0,1.0,2.0,1.0,5.0
1787,2013,1.0,2.0,1.0,1.0,3.0,4.0
1788,2013,0.0,4.0,1.0,2.0,2.0,
1798,2013,0.0,3.0,0.0,3.0,3.0,4.0
1802,2013,0.0,2.0,1.0,1.0,1.0,5.0
1804,2013,1.0,2.0,0.0,1.0,5.0,5.0
1808,2013,1.0,1.0,1.0,1.0,5.0,5.0
1810,2013,1.0,1.0,0.0,1.0,4.0,5.0
1813,2013,0.0,3.0,0.0,4.0,4.0,4.0
1819,2013,1.0,1.0,1.0,1.0,1.0,1.0
1821,2013,0.0,2.0,0.0,,,
1824,2013,1.0,2.0,0.0,2.0,4.0,5.0
1825,2013,1.0,2.0,1.0,3.0,5.0,4.0
1826,2013,0.0,0.0,0.0,1.0,5.0,5.0
1827,2013,1.0,2.0,1.0,1.0,1.0,5.0
1828,2013,1.0,3.0,0.0,2.0,2.0,4.0
1829,2013,1.0,2.0,0.0,3.0,4.0,4.0
1830,2013,1.0,0.0,0.0,2.0,5.0,4.0
1834,2013,1.0,2.0,1.0,1.0,2.0,5.0
1835,2013,0.0,2.0,1.0,1.0,1.0,5.0
1837,2013,0.0,2.0,0.0,5.0,2.0,2.0
1841,2013,0.0,2.0,0.0,4.0,4.0,3.0
1843,2013,1.0,2.0,0.0,1.0,1.0,5.0
1845,2013,0.0,2.0,1.0,1.0,1.0,5.0
1846,2013,0.0,2.0,0.0,1.0,5.0,4.0
1847,2013,1.0,2.0,0.0,1.0,4.0,4.0
1849,2013,0.0,1.0,1.0,3.0,2.0,4.0
1851,2013,1.0,1.0,1.0,1.0,1.0,5.0
1853,2013,1.0,3.0,0.0,3.0,5.0,5.0
1855,2013,0.0,0.0,1.0,1.0,1.0,5.0
1857,2013,0.0,4.0,1.0,3.0,5.0,5.0
1858,2013,1.0,2.0,0.0,2.0,3.0,4.0
1859,2013,1.0,2.0,1.0,2.0,2.0,5.0
1861,2013,0.0,1.0,0.0,1.0,1.0,5.0
1862,2013,1.0,0.0,1.0,1.0,3.0,5.0
1864,2013,0.0,2.0,1.0,2.0,5.0,2.0
1866,2013,1.0,4.0,1.0,4.0,2.0,5.0
1867,2013,1.0,1.0,1.0,4.0,2.0,4.0
1870,2013,1.0,2.0,0.0,5.0,4.0,2.0
1872,2013,1.0,2.0,1.0,3.0,5.0,2.0
1873,2013,1.0,1.0,1.0,3.0,2.0,2.0
1874,2013,1.0,2.0,0.0,4.0,5.0,4.0
1875,2013,1.0,3.0,0.0,5.0,4.0,1.0
1876,2013,1.0,1.0,1.0,3.0,3.0,4.0
1877,2013,0.0,2.0,1.0,1.0,1.0,4.0
1878,2013,0.0,3.0,1.0,3.0,4.0,4.0
1879,2013,0.0,3.0,0.0,1.0,4.0,4.0
1880,2013,0.0,2.0,1.0,1.0,1.0,1.0
1881,2013,1.0,3.0,1.0,3.0,4.0,3.0
1882,2013,0.0,3.0,1.0,4.0,3.0,4.0
1883,2013,0.0,2.0,0.0,2.0,1.0,5.0
1884,2013,1.0,3.0,1.0,2.0,2.0,5.0
1885,2013,0.0,0.0,0.0,3.0,4.0,5.0
1886,2013,1.0,2.0,1.0,1.0,3.0,5.0
1887,2013,1.0,2.0,1.0,2.0,1.0,5.0
1888,2013,1.0,2.0,1.0,2.0,1.0,4.0
1889,2013,1.0,2.0,1.0,2.0,5.0,5.0
1890,2013,0.0,4.0,1.0,2.0,5.0,4.0
1893,2013,1.0,0.0,1.0,3.0,4.0,3.0
1894,2013,0.0,2.0,1.0,4.0,4.0,4.0
1895,2013,0.0,1.0,1.0,3.0,4.0,4.0
1896,2013,0.0,2.0,0.0,,,
1900,2013,0.0,1.0,0.0,,,
1901,2013,0.0,3.0,1.0,5.0,5.0,3.0
1902,2013,1.0,2.0,1.0,4.0,5.0,5.0
1903,2013,1.0,0.0,1.0,2.0,1.0,5.0
1905,2013,1.0,0.0,0.0,1.0,,
1906,2013,1.0,3.0,0.0,1.0,5.0,4.0
1908,2013,1.0,3.0,1.0,4.0,5.0,3.0
1910,2013,1.0,3.0,1.0,4.0,5.0,2.0
1911,2013,0.0,2.0,1.0,5.0,4.0,4.0
1913,2013,0.0,2.0,0.0,2.0,1.0,5.0
1914,2013,0.0,3.0,0.0,4.0,4.0,4.0
1915,2013,0.0,2.0,,5.0,4.0,3.0
1916,2013,1.0,4.0,1.0,5.0,5.0,4.0
1918,2013,1.0,0.0,0.0,1.0,1.0,5.0
1922,2013,0.0,1.0,1.0,3.0,4.0,5.0
1923,2013,0.0,0.0,1.0,2.0,2.0,2.0
1924,2013,0.0,1.0,0.0,4.0,1.0,5.0
1927,2013,1.0,2.0,1.0,2.0,1.0,2.0
1928,2013,1.0,2.0,1.0,4.0,4.0,4.0
1929,2013,1.0,2.0,1.0,,,4.0
1930,2013,1.0,1.0,1.0,2.0,3.0,5.0
1934,2013,0.0,2.0,0.0,4.0,5.0,5.0
1935,2013,0.0,1.0,0.0,1.0,2.0,2.0
1937,2013,1.0,2.0,0.0,1.0,4.0,5.0
1939,2013,0.0,2.0,0.0,3.0,5.0,4.0
1943,2013,0.0,2.0,0.0,2.0,4.0,4.0
1945,2013,1.0,2.0,0.0,4.0,2.0,5.0
1946,2013,1.0,0.0,1.0,2.0,1.0,5.0
1947,2013,1.0,1.0,0.0,1.0,4.0,5.0
1948,2013,0.0,1.0,0.0,2.0,3.0,5.0
1949,2013,1.0,2.0,0.0,3.0,3.0,3.0
1951,2013,0.0,2.0,0.0,3.0,5.0,4.0
1953,2013,1.0,1.0,1.0,2.0,2.0,5.0
1955,2013,0.0,3.0,0.0,4.0,4.0,3.0
1962,2013,0.0,2.0,1.0,5.0,5.0,5.0
1964,2013,0.0,0.0,1.0,3.0,3.0,5.0
1965,2013,0.0,3.0,0.0,1.0,4.0,5.0
1967,2013,0.0,1.0,0.0,4.0,4.0,4.0
1968,2013,0.0,3.0,1.0,1.0,3.0,5.0
1969,2013,1.0,2.0,1.0,3.0,4.0,4.0
1970,2013,1.0,1.0,1.0,2.0,4.0,4.0
1971,2013,0.0,3.0,1.0,5.0,1.0,4.0
1972,2013,0.0,1.0,0.0,2.0,1.0,5.0
1974,2013,1.0,2.0,1.0,1.0,5.0,5.0
1976,2013,0.0,3.0,0.0,2.0,2.0,5.0
1980,2013,1.0,2.0,1.0,3.0,1.0,1.0
1981,2013,1.0,0.0,0.0,4.0,4.0,4.0
1992,2013,0.0,3.0,1.0,1.0,1.0,5.0
1993,2013,1.0,2.0,1.0,1.0,3.0,5.0
1995,2013,0.0,2.0,1.0,5.0,1.0,5.0
1997,2013,0.0,1.0,1.0,2.0,,
1998,2013,0.0,0.0,1.0,3.0,3.0,3.0
2005,2013,0.0,2.0,1.0,,,
2006,2013,1.0,1.0,1.0,4.0,5.0,4.0
2007,2013,0.0,3.0,1.0,3.0,1.0,4.0
2008,2013,1.0,1.0,0.0,1.0,1.0,5.0
2009,2013,1.0,2.0,1.0,3.0,5.0,4.0
2011,2013,1.0,0.0,0.0,3.0,3.0,4.0
2014,2013,1.0,2.0,0.0,2.0,4.0,2.0
2015,2013,0.0,1.0,1.0,4.0,5.0,2.0
2016,2013,1.0,4.0,1.0,5.0,5.0,5.0
2023,2013,1.0,2.0,1.0,1.0,1.0,5.0
2025,2013,1.0,3.0,1.0,5.0,5.0,5.0
2026,2013,1.0,2.0,0.0,5.0,1.0,5.0
2028,2013,1.0,0.0,1.0,1.0,4.0,5.0
2031,2013,0.0,2.0,1.0,4.0,1.0,3.0
2036,2013,1.0,1.0,1.0,4.0,3.0,4.0
2037,2013,1.0,1.0,1.0,3.0,5.0,5.0
2038,2013,0.0,0.0,1.0,1.0,5.0,4.0
2039,2013,0.0,1.0,0.0,1.0,1.0,1.0
2040,2013,0.0,0.0,1.0,4.0,5.0,4.0
2041,2013,0.0,4.0,0.0,1.0,1.0,4.0
2042,2013,0.0,1.0,,2.0,5.0,4.0
2043,2013,1.0,1.0,0.0,3.0,4.0,4.0
2045,2013,0.0,1.0,1.0,5.0,5.0,1.0
2046,2013,1.0,3.0,1.0,5.0,5.0,4.0
2047,2013,1.0,3.0,1.0,1.0,3.0,5.0
2049,2013,0.0,3.0,1.0,1.0,2.0,5.0
2050,2013,1.0,3.0,,4.0,5.0,3.0
2052,2013,1.0,1.0,1.0,3.0,5.0,5.0
2053,2013,1.0,1.0,1.0,1.0,1.0,5.0
2054,2013,1.0,4.0,0.0,3.0,2.0,4.0
2055,2013,0.0,1.0,0.0,4.0,4.0,4.0
2056,2013,0.0,2.0,1.0,2.0,3.0,5.0
2057,2013,1.0,0.0,1.0,2.0,2.0,5.0
2058,2013,0.0,1.0,1.0,1.0,1.0,5.0
2059,2013,0.0,2.0,0.0,1.0,1.0,5.0
2060,2013,1.0,0.0,0.0,1.0,1.0,5.0
2062,2013,1.0,4.0,1.0,5.0,3.0,1.0
2063,2013,0.0,3.0,0.0,4.0,4.0,5.0
2066,2013,0.0,3.0,1.0,3.0,3.0,3.0
2067,2013,0.0,1.0,0.0,3.0,2.0,5.0
2070,2013,0.0,4.0,1.0,1.0,1.0,5.0
2071,2013,1.0,3.0,1.0,3.0,3.0,4.0
2072,2013,1.0,2.0,0.0,2.0,4.0,4.0
2074,2013,0.0,1.0,1.0,4.0,3.0,3.0
2077,2013,0.0,1.0,1.0,1.0,1.0,5.0
2078,2013,0.0,3.0,1.0,5.0,4.0,5.0
2080,2013,1.0,4.0,1.0,2.0,4.0,3.0
2081,2013,0.0,2.0,0.0,4.0,4.0,3.0
2085,2013,0.0,4.0,0.0,,,
2086,2013,0.0,2.0,1.0,1.0,1.0,5.0
2087,2013,0.0,1.0,1.0,1.0,1.0,1.0
2088,2013,1.0,2.0,0.0,2.0,1.0,5.0
2089,2013,1.0,0.0,0.0,2.0,1.0,5.0
2090,2013,0.0,1.0,1.0,2.0,4.0,2.0
2091,2013,1.0,3.0,1.0,3.0,1.0,3.0
2092,2013,0.0,2.0,1.0,5.0,1.0,4.0
2095,2013,0.0,2.0,1.0,1.0,4.0,4.0
2101,2013,1.0,0.0,1.0,,,
2102,2013,0.0,1.0,1.0,1.0,1.0,5.0
2103,2013,0.0,1.0,1.0,5.0,4.0,4.0
2104,2013,0.0,2.0,0.0,4.0,4.0,4.0
2106,2013,1.0,3.0,1.0,2.0,2.0,5.0
2111,2013,0.0,2.0,0.0,3.0,4.0,3.0
2113,2013,0.0,1.0,1.0,3.0,5.0,4.0
2116,2013,0.0,3.0,1.0,3.0,2.0,4.0
2118,2013,0.0,3.0,1.0,4.0,3.0,5.0
2120,2013,1.0,2.0,1.0,4.0,1.0,3.0
2121,2013,1.0,2.0,1.0,3.0,4.0,5.0
2122,2013,1.0,1.0,0.0,3.0,3.0,3.0
2123,2013,0.0,1.0,0.0,2.0,2.0,4.0
2124,2013,1.0,2.0,1.0,3.0,4.0,4.0
2127,2013,0.0,1.0,1.0,4.0,4.0,3.0
2128,2013,1.0,4.0,1.0,2.0,2.0,4.0
2129,2013,0.0,1.0,1.0,2.0,2.0,4.0
2131,2013,1.0,2.0,1.0,1.0,1.0,5.0
2133,2013,0.0,1.0,1.0,3.0,2.0,5.0
2134,2013,0.0,2.0,0.0,2.0,1.0,5.0
2140,2013,0.0,0.0,1.0,4.0,4.0,4.0
2142,2013,0.0,1.0,1.0,2.0,1.0,5.0
2143,2013,1.0,1.0,1.0,1.0,2.0,4.0
2144,2013,0.0,1.0,1.0,4.0,3.0,3.0
2147,2013,0.0,2.0,1.0,2.0,1.0,1.0
2148,2013,1.0,2.0,1.0,2.0,1.0,4.0
2149,2013,1.0,2.0,1.0,1.0,1.0,5.0
2151,2013,1.0,2.0,0.0,3.0,5.0,5.0
2152,2013,0.0,3.0,1.0,2.0,4.0,5.0
2154,2013,1.0,2.0,1.0,4.0,2.0,4.0
2156,2013,0.0,0.0,0.0,1.0,3.0,5.0
2157,2013,1.0,3.0,1.0,2.0,3.0,5.0
2158,2013,1.0,3.0,0.0,4.0,4.0,3.0
2159,2013,1.0,2.0,1.0,2.0,2.0,3.0
2160,2013,1.0,3.0,1.0,2.0,1.0,5.0
2161,2013,0.0,0.0,0.0,3.0,3.0,4.0
2162,2013,0.0,3.0,1.0,4.0,5.0,5.0
2165,2013,1.0,1.0,1.0,2.0,1.0,4.0
2166,2013,1.0,2.0,1.0,5.0,4.0,3.0
2167,2013,1.0,3.0,1.0,2.0,2.0,4.0
2168,2013,0.0,1.0,0.0,3.0,3.0,3.0
2169,2013,1.0,1.0,0.0,2.0,1.0,
2170,2013,1.0,2.0,1.0,2.0,5.0,4.0
2172,2013,0.0,1.0,0.0,2.0,4.0,4.0
2174,2013,1.0,2.0,1.0,4.0,5.0,5.0
2176,2013,1.0,3.0,1.0,3.0,5.0,4.0
2177,2013,0.0,0.0,1.0,2.0,2.0,4.0
2178,2013,0.0,3.0,1.0,2.0,2.0,4.0
2179,2013,1.0,2.0,1.0,2.0,5.0,5.0
2180,2013,0.0,0.0,1.0,3.0,3.0,3.0
2182,2013,1.0,2.0,0.0,3.0,3.0,3.0
2185,2013,1.0,1.0,1.0,2.0,1.0,4.0
2186,2013,0.0,2.0,1.0,2.0,3.0,4.0
