RESPONDENT_ID,V1_x,SEX,POL_BELIEFS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
50384,2021,1.0,4.0,0.0,1.0,1.0,5.0,5.0,4.0
50387,2021,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0
50389,2021,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
50393,2021,0.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0
50394,2021,1.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0
50395,2021,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0
50397,2021,0.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0
50399,2021,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0
50402,2021,1.0,4.0,0.0,0.0,1.0,3.0,,
50405,2021,1.0,3.0,1.0,0.0,1.0,1.0,1.0,4.0
50406,2021,1.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0
50411,2021,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
50413,2021,1.0,0.0,1.0,1.0,1.0,1.0,,5.0
50418,2021,1.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0
50421,2021,1.0,4.0,1.0,1.0,1.0,4.0,1.0,5.0
50422,2021,1.0,2.0,1.0,1.0,1.0,1.0,,
50424,2021,0.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0
50425,2021,0.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0
50430,2021,0.0,2.0,0.0,1.0,1.0,3.0,2.0,4.0
50434,2021,1.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0
50436,2021,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
50444,2021,0.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0
50445,2021,0.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0
50448,2021,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0
50451,2021,0.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0
50452,2021,0.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0
50453,2021,0.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0
50454,2021,0.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0
50455,2021,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0
50456,2021,0.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0
50459,2021,0.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0
50460,2021,0.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0
50462,2021,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0
50463,2021,0.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0
50467,2021,0.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0
50468,2021,0.0,3.0,0.0,1.0,1.0,3.0,4.0,2.0
50469,2021,0.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0
50470,2021,0.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0
50471,2021,0.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0
50472,2021,0.0,4.0,1.0,0.0,1.0,4.0,2.0,4.0
50476,2021,0.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0
50478,2021,0.0,2.0,1.0,0.0,1.0,,,
50479,2021,0.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0
50481,2021,0.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0
50482,2021,0.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0
50487,2021,0.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0
50489,2021,1.0,3.0,1.0,1.0,1.0,,,
50496,2021,0.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0
50501,2021,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0
50502,2021,0.0,1.0,0.0,1.0,1.0,4.0,2.0,4.0
50504,2021,1.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0
50505,2021,1.0,3.0,0.0,1.0,1.0,4.0,2.0,4.0
50507,2021,0.0,3.0,0.0,1.0,1.0,2.0,4.0,4.0
50508,2021,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0
50509,2021,0.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0
50512,2021,0.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0
50513,2021,0.0,3.0,1.0,0.0,1.0,3.0,3.0,3.0
50515,2021,0.0,0.0,0.0,1.0,1.0,5.0,5.0,3.0
50527,2021,0.0,2.0,0.0,1.0,1.0,4.0,1.0,5.0
50528,2021,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0
50532,2021,1.0,4.0,1.0,1.0,1.0,,,
50533,2021,1.0,4.0,1.0,0.0,1.0,2.0,4.0,4.0
50534,2021,1.0,2.0,1.0,0.0,0.0,5.0,5.0,3.0
50535,2021,0.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0
50536,2021,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0
50537,2021,0.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0
50539,2021,0.0,1.0,0.0,1.0,1.0,4.0,1.0,5.0
50540,2021,0.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0
50542,2021,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0
50543,2021,0.0,0.0,1.0,1.0,1.0,4.0,1.0,5.0
50544,2021,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
50545,2021,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0
50549,2021,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0
50552,2021,0.0,0.0,1.0,1.0,1.0,5.0,5.0,1.0
50553,2021,0.0,0.0,1.0,1.0,1.0,5.0,3.0,5.0
50554,2021,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
50556,2021,1.0,4.0,0.0,0.0,0.0,5.0,5.0,5.0
50557,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
50558,2021,1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0
50559,2021,0.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0
50560,2021,0.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0
50563,2021,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0
50568,2021,0.0,3.0,1.0,1.0,1.0,,,
50574,2021,1.0,4.0,1.0,0.0,0.0,4.0,5.0,4.0
50575,2021,1.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0
50576,2021,1.0,4.0,0.0,1.0,1.0,5.0,2.0,4.0
50578,2021,1.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0
50583,2021,1.0,4.0,1.0,1.0,1.0,3.0,1.0,5.0
50584,2021,1.0,2.0,1.0,0.0,1.0,4.0,5.0,4.0
50586,2021,1.0,2.0,1.0,0.0,1.0,3.0,2.0,5.0
50587,2021,0.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0
50588,2021,0.0,2.0,0.0,1.0,1.0,5.0,2.0,4.0
50589,2021,1.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0
50590,2021,1.0,4.0,1.0,1.0,0.0,5.0,5.0,4.0
50595,2021,0.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0
50596,2021,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0
50598,2021,1.0,2.0,0.0,0.0,0.0,,,
50600,2021,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0
50601,2021,1.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0
50602,2021,1.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0
50603,2021,1.0,4.0,0.0,0.0,1.0,5.0,1.0,4.0
50604,2021,0.0,3.0,0.0,0.0,1.0,3.0,4.0,5.0
50605,2021,1.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0
50606,2021,0.0,2.0,1.0,1.0,1.0,5.0,5.0,
50608,2021,0.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0
50610,2021,0.0,4.0,0.0,1.0,1.0,5.0,5.0,1.0
50611,2021,1.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0
50612,2021,0.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0
50614,2021,0.0,4.0,0.0,0.0,1.0,3.0,3.0,3.0
50615,2021,0.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0
50617,2021,0.0,2.0,1.0,1.0,0.0,2.0,1.0,5.0
50618,2021,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0
50619,2021,0.0,3.0,0.0,1.0,1.0,4.0,5.0,3.0
50620,2021,1.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0
50622,2021,1.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0
50627,2021,1.0,3.0,0.0,0.0,0.0,2.0,3.0,4.0
50628,2021,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0
50634,2021,1.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0
50635,2021,0.0,2.0,1.0,0.0,1.0,2.0,1.0,5.0
50637,2021,0.0,2.0,1.0,0.0,1.0,3.0,4.0,5.0
50642,2021,0.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0
50644,2021,1.0,4.0,1.0,1.0,1.0,5.0,5.0,3.0
50646,2021,1.0,4.0,1.0,1.0,0.0,5.0,5.0,4.0
50648,2021,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
50649,2021,1.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0
50651,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
50652,2021,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0
50654,2021,0.0,1.0,0.0,1.0,1.0,2.0,5.0,5.0
50656,2021,0.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0
50657,2021,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0
50658,2021,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0
50659,2021,0.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0
50662,2021,1.0,3.0,1.0,0.0,1.0,3.0,2.0,5.0
50667,2021,0.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0
50668,2021,0.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0
50670,2021,0.0,1.0,1.0,1.0,1.0,,,
50671,2021,0.0,0.0,1.0,1.0,1.0,5.0,3.0,4.0
50674,2021,0.0,4.0,1.0,1.0,1.0,3.0,5.0,5.0
50677,2021,0.0,2.0,1.0,0.0,1.0,4.0,2.0,5.0
50688,2021,0.0,4.0,0.0,0.0,0.0,,1.0,
50689,2021,0.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0
50697,2021,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0
50732,2021,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0
50733,2021,0.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0
50735,2021,0.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0
50738,2021,1.0,4.0,0.0,1.0,1.0,4.0,5.0,5.0
50739,2021,0.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0
50745,2021,0.0,0.0,0.0,1.0,1.0,,,
50746,2021,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0
50748,2021,1.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0
50749,2021,0.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0
50750,2021,0.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0
50752,2021,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0
50754,2021,1.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0
50756,2021,0.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0
50757,2021,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0
50758,2021,0.0,2.0,0.0,0.0,1.0,5.0,3.0,3.0
50763,2021,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0
50764,2021,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0
50765,2021,0.0,1.0,1.0,1.0,1.0,,,
50766,2021,0.0,3.0,1.0,0.0,1.0,4.0,3.0,5.0
50767,2021,0.0,3.0,0.0,1.0,0.0,,,
50771,2021,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0
50772,2021,0.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0
50773,2021,1.0,1.0,0.0,1.0,1.0,2.0,5.0,5.0
50774,2021,1.0,2.0,0.0,1.0,1.0,,,
50775,2021,1.0,1.0,1.0,1.0,1.0,,,
50782,2021,0.0,1.0,0.0,1.0,1.0,3.0,4.0,2.0
50784,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
50785,2021,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0
50787,2021,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
50788,2021,0.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0
50790,2021,0.0,2.0,0.0,1.0,1.0,4.0,2.0,5.0
50791,2021,0.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0
50792,2021,0.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0
50793,2021,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0
50794,2021,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0
50799,2021,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0
50800,2021,1.0,3.0,1.0,0.0,1.0,1.0,1.0,5.0
50802,2021,1.0,2.0,0.0,1.0,1.0,4.0,4.0,4.0
50803,2021,1.0,4.0,0.0,0.0,1.0,2.0,3.0,5.0
50804,2021,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
50805,2021,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0
50806,2021,0.0,2.0,1.0,1.0,1.0,,,
50807,2021,0.0,2.0,0.0,0.0,1.0,3.0,1.0,5.0
50812,2021,0.0,4.0,0.0,0.0,0.0,3.0,1.0,4.0
50815,2021,1.0,3.0,0.0,0.0,1.0,2.0,1.0,5.0
50816,2021,1.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0
50819,2021,1.0,4.0,1.0,0.0,1.0,5.0,2.0,5.0
50822,2021,1.0,2.0,0.0,1.0,1.0,,,
50823,2021,1.0,1.0,1.0,1.0,1.0,,,
50824,2021,1.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0
50825,2021,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0
