RESPONDENT_ID,V1_x,SEX,POL_BELIEFS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
50827,2021,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0
50828,2021,1.0,2.0,1.0,1.0,1.0,5.0,3.0,4.0
50830,2021,1.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0
50832,2021,1.0,2.0,1.0,1.0,1.0,,,
50836,2021,1.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0
50837,2021,1.0,4.0,1.0,0.0,1.0,1.0,1.0,5.0
50838,2021,1.0,3.0,1.0,1.0,1.0,2.0,4.0,5.0
50839,2021,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0
50840,2021,1.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0
50841,2021,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0
50843,2021,1.0,3.0,1.0,1.0,1.0,2.0,4.0,5.0
50844,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
50845,2021,0.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0
50846,2021,0.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0
50847,2021,1.0,3.0,0.0,1.0,1.0,4.0,3.0,4.0
50848,2021,0.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0
50849,2021,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0
50850,2021,1.0,2.0,0.0,1.0,1.0,3.0,2.0,5.0
50851,2021,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
50852,2021,1.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0
50853,2021,0.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0
50854,2021,1.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0
50855,2021,0.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0
50856,2021,0.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0
50857,2021,0.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0
50858,2021,0.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0
50860,2021,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0
50862,2021,1.0,3.0,0.0,0.0,1.0,5.0,5.0,5.0
50863,2021,1.0,2.0,0.0,1.0,1.0,5.0,4.0,5.0
50864,2021,0.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0
50867,2021,0.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0
50874,2021,1.0,4.0,0.0,1.0,0.0,5.0,5.0,5.0
50875,2021,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0
50876,2021,0.0,2.0,1.0,0.0,1.0,,,
50880,2021,1.0,3.0,0.0,0.0,0.0,4.0,3.0,4.0
50881,2021,0.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0
50882,2021,0.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0
50883,2021,0.0,4.0,1.0,1.0,1.0,4.0,5.0,5.0
50884,2021,1.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0
50887,2021,0.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0
50890,2021,1.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0
50891,2021,1.0,3.0,0.0,0.0,1.0,1.0,2.0,5.0
50892,2021,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0
50893,2021,0.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0
50896,2021,0.0,1.0,1.0,1.0,1.0,5.0,,
50897,2021,1.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0
50898,2021,0.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0
50900,2021,0.0,0.0,1.0,1.0,1.0,4.0,,
50909,2021,1.0,2.0,0.0,1.0,1.0,3.0,3.0,4.0
50910,2021,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0
50913,2021,1.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0
50917,2021,1.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0
50918,2021,1.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0
50919,2021,1.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0
50921,2021,0.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0
50922,2021,1.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0
50924,2021,0.0,4.0,1.0,0.0,1.0,3.0,4.0,5.0
50925,2021,0.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0
50928,2021,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0
50930,2021,0.0,2.0,1.0,0.0,1.0,2.0,5.0,5.0
50931,2021,1.0,4.0,0.0,0.0,1.0,,,
50932,2021,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0
50935,2021,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0
50941,2021,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0
50942,2021,1.0,3.0,1.0,0.0,1.0,4.0,4.0,3.0
50943,2021,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0
50945,2021,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0
50947,2021,0.0,1.0,1.0,0.0,1.0,4.0,2.0,5.0
50949,2021,0.0,1.0,1.0,1.0,1.0,,,
50950,2021,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0
50952,2021,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0
50954,2021,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
50956,2021,1.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0
50958,2021,1.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0
50959,2021,1.0,3.0,1.0,1.0,0.0,5.0,5.0,3.0
50960,2021,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0
50962,2021,1.0,3.0,1.0,1.0,1.0,2.0,4.0,5.0
50964,2021,1.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0
50966,2021,0.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0
50968,2021,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
50969,2021,1.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0
50970,2021,1.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0
50971,2021,1.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0
50972,2021,0.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0
50973,2021,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0
50975,2021,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
50977,2021,1.0,3.0,0.0,0.0,1.0,3.0,3.0,4.0
50978,2021,1.0,3.0,1.0,0.0,1.0,4.0,3.0,5.0
50982,2021,0.0,4.0,1.0,1.0,1.0,4.0,5.0,4.0
50984,2021,1.0,2.0,0.0,0.0,0.0,4.0,,
50987,2021,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0
50997,2021,0.0,3.0,0.0,1.0,1.0,5.0,4.0,4.0
51001,2021,0.0,4.0,1.0,1.0,1.0,,,
51003,2021,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0
51004,2021,0.0,0.0,0.0,0.0,0.0,,,
51005,2021,0.0,2.0,1.0,0.0,1.0,2.0,2.0,5.0
51008,2021,1.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0
51009,2021,0.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0
51010,2021,0.0,1.0,1.0,0.0,1.0,2.0,5.0,4.0
51011,2021,1.0,3.0,1.0,0.0,1.0,5.0,4.0,3.0
51012,2021,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0
51013,2021,1.0,4.0,0.0,0.0,1.0,3.0,5.0,5.0
51016,2021,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0
51017,2021,0.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0
51019,2021,0.0,0.0,1.0,0.0,1.0,4.0,4.0,3.0
51021,2021,1.0,4.0,0.0,0.0,1.0,4.0,4.0,4.0
51023,2021,1.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0
51025,2021,0.0,2.0,1.0,1.0,1.0,,,
51026,2021,1.0,2.0,1.0,0.0,1.0,1.0,3.0,4.0
51027,2021,0.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0
51028,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
51029,2021,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0
51030,2021,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0
51031,2021,1.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0
51032,2021,1.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0
51034,2021,1.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0
51036,2021,0.0,0.0,1.0,1.0,1.0,2.0,3.0,
51038,2021,0.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0
51040,2021,1.0,2.0,1.0,0.0,1.0,4.0,4.0,4.0
51041,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
51043,2021,1.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0
51045,2021,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0
51047,2021,0.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0
51048,2021,1.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0
51049,2021,1.0,3.0,1.0,0.0,1.0,4.0,4.0,5.0
51052,2021,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
51055,2021,1.0,4.0,0.0,0.0,1.0,5.0,4.0,4.0
51059,2021,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0
51062,2021,1.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0
51065,2021,1.0,4.0,1.0,1.0,1.0,4.0,5.0,5.0
51066,2021,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0
51067,2021,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0
51068,2021,1.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0
51069,2021,1.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0
51070,2021,1.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0
51072,2021,0.0,3.0,1.0,0.0,1.0,3.0,1.0,5.0
51074,2021,1.0,4.0,1.0,0.0,1.0,4.0,2.0,4.0
51075,2021,1.0,1.0,0.0,1.0,1.0,4.0,3.0,5.0
51076,2021,0.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0
51077,2021,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0
51078,2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
51079,2021,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0
51080,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
51081,2021,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0
51082,2021,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0
51083,2021,0.0,2.0,0.0,1.0,1.0,4.0,2.0,4.0
51084,2021,0.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0
51085,2021,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0
51086,2021,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0
51089,2021,0.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0
51090,2021,0.0,0.0,1.0,1.0,1.0,5.0,5.0,3.0
51091,2021,0.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0
51092,2021,1.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0
51094,2021,0.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0
51096,2021,0.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0
51097,2021,1.0,4.0,0.0,1.0,1.0,4.0,3.0,5.0
51098,2021,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0
51099,2021,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
51100,2021,1.0,2.0,0.0,1.0,1.0,1.0,5.0,5.0
51101,2021,0.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0
51102,2021,1.0,3.0,0.0,1.0,1.0,5.0,4.0,2.0
51103,2021,0.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0
51104,2021,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0
51105,2021,1.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0
51106,2021,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0
51107,2021,0.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0
51108,2021,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0
51109,2021,1.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0
51110,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
51114,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
51117,2021,0.0,2.0,0.0,0.0,1.0,3.0,2.0,4.0
51122,2021,1.0,4.0,1.0,0.0,1.0,4.0,4.0,4.0
51125,2021,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0
51126,2021,0.0,2.0,1.0,1.0,1.0,,,
51131,2021,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0
51133,2021,0.0,2.0,0.0,1.0,1.0,4.0,3.0,4.0
51134,2021,1.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0
51135,2021,1.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0
51139,2021,0.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0
51145,2021,0.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0
51146,2021,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0
51148,2021,1.0,3.0,1.0,0.0,1.0,5.0,4.0,5.0
51151,2021,0.0,4.0,0.0,0.0,1.0,3.0,1.0,5.0
51158,2021,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0
51159,2021,1.0,3.0,0.0,1.0,0.0,5.0,5.0,3.0
51160,2021,0.0,2.0,0.0,1.0,1.0,4.0,2.0,5.0
51162,2021,1.0,4.0,0.0,0.0,1.0,5.0,5.0,2.0
51164,2021,1.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0
51167,2021,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
51168,2021,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0
51169,2021,0.0,3.0,0.0,0.0,1.0,4.0,4.0,2.0
51170,2021,0.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0
51173,2021,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
51174,2021,0.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0
51176,2021,1.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0
51177,2021,0.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0
51178,2021,0.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0
51179,2021,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0
51180,2021,1.0,3.0,1.0,0.0,1.0,5.0,5.0,1.0
51182,2021,0.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0
51183,2021,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0
51184,2021,0.0,2.0,0.0,1.0,1.0,4.0,,
51190,2021,0.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0
51191,2021,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0
51192,2021,1.0,3.0,0.0,1.0,1.0,4.0,4.0,4.0
51194,2021,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0
51199,2021,1.0,2.0,0.0,1.0,1.0,,,
51200,2021,1.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0
51201,2021,0.0,2.0,0.0,0.0,0.0,5.0,5.0,4.0
51202,2021,1.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0
51203,2021,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0
51205,2021,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0
51206,2021,1.0,4.0,0.0,1.0,1.0,1.0,1.0,5.0
51207,2021,1.0,2.0,0.0,1.0,1.0,4.0,1.0,5.0
51208,2021,0.0,3.0,0.0,1.0,1.0,5.0,5.0,4.0
51211,2021,0.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0
51212,2021,1.0,3.0,0.0,1.0,1.0,5.0,5.0,3.0
51214,2021,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0
51215,2021,0.0,3.0,0.0,1.0,1.0,4.0,5.0,4.0
51216,2021,1.0,3.0,0.0,1.0,1.0,3.0,2.0,4.0
51218,2021,1.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0
51219,2021,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
51220,2021,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0
51221,2021,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0
51222,2021,0.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0
51225,2021,0.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0
51226,2021,1.0,2.0,0.0,1.0,1.0,2.0,4.0,4.0
51227,2021,0.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
51228,2021,1.0,3.0,1.0,0.0,1.0,3.0,3.0,3.0
51229,2021,1.0,3.0,0.0,0.0,1.0,3.0,1.0,5.0
51230,2021,1.0,1.0,0.0,1.0,0.0,3.0,4.0,3.0
51234,2021,1.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0
51235,2021,0.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0
51236,2021,0.0,4.0,1.0,1.0,1.0,4.0,1.0,5.0
51238,2021,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0
51241,2021,1.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0
51243,2021,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0
51244,2021,1.0,4.0,1.0,1.0,1.0,3.0,5.0,4.0
51248,2021,1.0,4.0,1.0,0.0,1.0,,,
51252,2021,0.0,3.0,0.0,1.0,1.0,4.0,4.0,2.0
51257,2021,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0
51258,2021,0.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0
51259,2021,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0
51261,2021,1.0,4.0,1.0,1.0,1.0,4.0,5.0,4.0
51263,2021,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0
51264,2021,0.0,3.0,1.0,1.0,1.0,,,
51267,2021,0.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0
51268,2021,1.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0
51274,2021,0.0,3.0,1.0,0.0,1.0,2.0,4.0,5.0
51276,2021,1.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0
51277,2021,0.0,1.0,1.0,0.0,1.0,3.0,3.0,5.0
51281,2021,0.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0
51287,2021,0.0,4.0,0.0,1.0,1.0,5.0,1.0,4.0
51288,2021,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0
51289,2021,1.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0
51291,2021,0.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0
51295,2021,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0
51298,2021,1.0,4.0,1.0,1.0,1.0,5.0,5.0,2.0
51300,2021,1.0,2.0,1.0,0.0,1.0,4.0,3.0,3.0
51304,2021,0.0,2.0,1.0,0.0,1.0,4.0,5.0,1.0
51306,2021,1.0,3.0,1.0,0.0,1.0,5.0,5.0,3.0
51307,2021,0.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0
51308,2021,1.0,2.0,1.0,1.0,1.0,5.0,,2.0
51310,2021,1.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0
51311,2021,1.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0
51312,2021,1.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0
51313,2021,0.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0
51314,2021,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0
51317,2021,0.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0
51319,2021,0.0,3.0,1.0,1.0,1.0,4.0,4.0,5.0
51320,2021,0.0,4.0,1.0,0.0,1.0,5.0,5.0,5.0
51321,2021,0.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0
51329,2021,1.0,2.0,1.0,1.0,0.0,4.0,5.0,1.0
51330,2021,0.0,2.0,0.0,1.0,1.0,5.0,5.0,4.0
51335,2021,0.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0
51337,2021,0.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0
51338,2021,1.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0
51340,2021,0.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0
51341,2021,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0
51342,2021,1.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0
51346,2021,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0
51353,2021,0.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0
51356,2021,0.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0
51359,2021,0.0,4.0,1.0,0.0,0.0,4.0,,2.0
51360,2021,1.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0
51361,2021,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0
51362,2021,1.0,2.0,0.0,0.0,1.0,4.0,2.0,5.0
51363,2021,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0
51369,2021,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
51370,2021,1.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0
51372,2021,0.0,1.0,0.0,1.0,1.0,3.0,2.0,5.0
51373,2021,1.0,3.0,1.0,0.0,1.0,5.0,4.0,5.0
51374,2021,1.0,4.0,1.0,1.0,1.0,5.0,3.0,4.0
51375,2021,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0
51377,2021,1.0,4.0,0.0,1.0,1.0,4.0,2.0,5.0
51378,2021,1.0,3.0,0.0,0.0,0.0,5.0,2.0,4.0
51379,2021,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0
51381,2021,1.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0
51384,2021,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0
51385,2021,0.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0
51388,2021,1.0,1.0,0.0,1.0,1.0,,,
51390,2021,1.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0
51391,2021,1.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0
51392,2021,0.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0
51393,2021,0.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0
51394,2021,0.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0
51395,2021,1.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0
51396,2021,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0
51398,2021,0.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0
51399,2021,0.0,3.0,1.0,0.0,1.0,,,
51400,2021,0.0,2.0,0.0,0.0,0.0,5.0,5.0,4.0
51401,2021,1.0,3.0,1.0,0.0,0.0,4.0,4.0,4.0
51402,2021,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
51403,2021,1.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0
51404,2021,0.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0
51406,2021,1.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0
51407,2021,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0
51408,2021,0.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0
51409,2021,1.0,0.0,,,,5.0,5.0,
51411,2021,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
51412,2021,1.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0
51413,2021,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
51414,2021,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0
51415,2021,0.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0
51417,2021,0.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0
51418,2021,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0
51420,2021,1.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0
51421,2021,1.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0
51422,2021,0.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0
51423,2021,1.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0
51424,2021,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0
51426,2021,1.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0
51430,2021,1.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0
51432,2021,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
51433,2021,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
51434,2021,1.0,3.0,1.0,0.0,1.0,2.0,5.0,1.0
51435,2021,1.0,1.0,1.0,0.0,1.0,4.0,3.0,2.0
51436,2021,0.0,3.0,0.0,1.0,1.0,2.0,4.0,3.0
51441,2021,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0
51443,2021,0.0,1.0,0.0,1.0,1.0,2.0,2.0,5.0
51444,2021,0.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0
51447,2021,0.0,2.0,0.0,1.0,0.0,3.0,4.0,5.0
51449,2021,1.0,3.0,1.0,0.0,1.0,3.0,3.0,2.0
51450,2021,0.0,2.0,0.0,1.0,1.0,2.0,4.0,4.0
51451,2021,0.0,3.0,0.0,0.0,0.0,4.0,4.0,3.0
51452,2021,0.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0
51454,2021,1.0,4.0,1.0,1.0,1.0,,,
51456,2021,1.0,2.0,1.0,1.0,1.0,,,
51457,2021,1.0,4.0,1.0,1.0,0.0,5.0,5.0,1.0
51458,2021,1.0,3.0,1.0,0.0,1.0,3.0,3.0,1.0
51462,2021,0.0,4.0,0.0,0.0,1.0,1.0,1.0,5.0
51464,2021,0.0,1.0,0.0,1.0,1.0,5.0,4.0,4.0
51469,2021,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0
51471,2021,0.0,2.0,0.0,0.0,1.0,3.0,3.0,5.0
51474,2021,1.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0
51475,2021,0.0,3.0,0.0,0.0,0.0,3.0,4.0,4.0
51477,2021,1.0,3.0,0.0,0.0,1.0,3.0,3.0,4.0
51478,2021,1.0,3.0,1.0,1.0,1.0,4.0,4.0,5.0
51479,2021,0.0,3.0,0.0,1.0,1.0,3.0,2.0,4.0
51484,2021,1.0,4.0,,,,5.0,5.0,4.0
51487,2021,1.0,2.0,1.0,1.0,1.0,,,
51488,2021,0.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0
51493,2021,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
51498,2021,0.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0
51500,2021,1.0,1.0,1.0,0.0,1.0,3.0,2.0,5.0
