RESPONDENT_ID,V1_x,SEX,POL_BELIEFS,NUM_SIBS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
50001,2023,1.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0
50002,2023,1.0,4.0,3.0,0.0,0.0,1.0,4.0,3.0,3.0
50005,2023,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0
50006,2023,1.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0
50007,2023,0.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0
50008,2023,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
50011,2023,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0
50014,2023,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0
50015,2023,0.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0
50016,2023,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0
50017,2023,0.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,3.0
50020,2023,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0
50024,2023,0.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0
50026,2023,1.0,1.0,3.0,0.0,0.0,1.0,3.0,4.0,3.0
50032,2023,1.0,3.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0
50034,2023,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0
50036,2023,1.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0
50037,2023,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0
50044,2023,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0
50046,2023,1.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0
50048,2023,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0
50049,2023,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0
50050,2023,1.0,3.0,3.0,0.0,1.0,0.0,4.0,4.0,4.0
50051,2023,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0
50053,2023,0.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0
50054,2023,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0
50063,2023,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
50077,2023,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0
50080,2023,1.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0
50082,2023,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0
50084,2023,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0
50095,2023,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0
50097,2023,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
50098,2023,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0
50103,2023,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0
50106,2023,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0
50112,2023,1.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0
50120,2023,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0
50121,2023,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0
50124,2023,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0
50125,2023,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0
50126,2023,1.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0
50128,2023,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0
50129,2023,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
50132,2023,1.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0
50133,2023,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0
50134,2023,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
50135,2023,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0
50136,2023,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0
50137,2023,1.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0
50138,2023,1.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0
50139,2023,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0
50140,2023,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
50143,2023,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
50144,2023,1.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0
50146,2023,0.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,4.0
50147,2023,0.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0
50149,2023,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0
50150,2023,1.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0
50151,2023,1.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,4.0
50152,2023,1.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0
50153,2023,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0
50154,2023,0.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0
50155,2023,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0
50158,2023,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
50160,2023,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0
50162,2023,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0
50163,2023,1.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0
50164,2023,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0
50166,2023,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0
50173,2023,0.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0
50178,2023,1.0,2.0,1.0,0.0,1.0,0.0,4.0,4.0,3.0
50182,2023,1.0,4.0,3.0,0.0,0.0,1.0,4.0,4.0,2.0
50185,2023,0.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,4.0
50186,2023,1.0,2.0,3.0,1.0,1.0,1.0,4.0,0.0,3.0
50189,2023,1.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,4.0
50191,2023,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0
50192,2023,0.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,3.0
50193,2023,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0
50196,2023,1.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,3.0
50198,2023,1.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,4.0
50199,2023,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0
50201,2023,0.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,4.0
50202,2023,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0
50205,2023,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0
50206,2023,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0
50208,2023,1.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0
50209,2023,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,4.0
50211,2023,0.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0
50212,2023,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0
50213,2023,1.0,0.0,3.0,0.0,1.0,1.0,4.0,4.0,4.0
50216,2023,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0
50218,2023,0.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0
50221,2023,1.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0
50222,2023,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
50223,2023,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0
50224,2023,0.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0
50225,2023,1.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0
50226,2023,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0
50227,2023,0.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0
50228,2023,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
50230,2023,1.0,2.0,3.0,1.0,0.0,1.0,4.0,4.0,3.0
50232,2023,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0
50234,2023,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0
50235,2023,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0
50236,2023,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
50238,2023,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0
50241,2023,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0
50242,2023,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0
50243,2023,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0
50244,2023,0.0,2.0,2.0,1.0,1.0,1.0,4.0,0.0,4.0
