RESPONDENT_ID,V1_x,SEX,POL_BELIEFS,NUM_SIBS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
50004,2017,0,1,2.0,1,1,1,3,1,3
50005,2017,1,2,1.0,1,1,1,2,4,2
50010,2017,1,1,2.0,1,1,1,3,1,2
50013,2017,1,2,1.0,1,1,1,1,3,4
50036,2017,0,3,0.0,0,0,1,2,2,4
50037,2017,0,1,2.0,1,1,1,3,4,4
50039,2017,0,2,2.0,1,1,1,2,2,3
50040,2017,0,2,1.0,1,1,1,0,1,4
50041,2017,0,3,1.0,0,1,1,1,0,4
50043,2017,0,2,2.0,1,1,1,0,3,3
50046,2017,0,2,1.0,1,1,1,1,2,3
50047,2017,1,4,1.0,0,0,1,3,4,0
50049,2017,0,2,1.0,1,1,1,0,0,4
50050,2017,0,1,1.0,1,1,1,4,3,4
50051,2017,0,2,1.0,1,1,1,3,3,3
50052,2017,1,3,2.0,1,1,1,4,0,4
50057,2017,0,3,2.0,1,1,1,0,4,4
50059,2017,0,1,0.0,0,1,1,2,2,4
50060,2017,1,3,1.0,0,1,1,2,1,4
50063,2017,1,4,2.0,0,1,1,4,0,4
50064,2017,0,1,1.0,1,1,1,0,1,3
50071,2017,1,4,2.0,1,1,1,3,4,3
50072,2017,0,2,2.0,1,1,1,0,0,4
50078,2017,0,1,1.0,1,1,1,1,3,3
50079,2017,1,3,1.0,1,1,1,1,4,4
50082,2017,1,2,1.0,1,1,1,3,4,2
50085,2017,0,3,1.0,1,1,1,0,0,3
50086,2017,0,1,1.0,1,1,1,1,4,3
50126,2017,1,4,1.0,0,1,1,1,1,3
50130,2017,1,4,2.0,1,0,1,3,4,3
50132,2017,1,4,1.0,1,1,1,4,3,3
50134,2017,1,3,1.0,0,1,1,3,3,4
50135,2017,1,4,2.0,1,1,1,3,2,3
50136,2017,0,3,2.0,1,1,1,0,0,4
50137,2017,0,2,2.0,1,0,1,3,3,3
50138,2017,1,3,1.0,1,0,1,2,3,3
50139,2017,1,3,1.0,1,1,1,3,2,3
50143,2017,1,3,0.0,0,1,1,4,4,3
50145,2017,0,3,2.0,1,1,1,2,2,2
50148,2017,0,2,1.0,1,1,1,1,2,3
50149,2017,1,3,2.0,1,1,1,2,3,4
50152,2017,1,4,2.0,1,1,1,4,2,3
50153,2017,0,4,1.0,1,1,1,1,3,3
50155,2017,0,1,0.0,0,1,1,2,0,4
50157,2017,0,2,1.0,0,1,1,2,3,3
50158,2017,1,3,2.0,1,1,1,4,3,1
50194,2017,0,0,0.0,0,1,1,2,0,4
50200,2017,0,3,1.0,0,1,1,2,2,4
50207,2017,1,3,1.0,1,1,1,4,4,3
50211,2017,1,2,1.0,0,1,1,4,2,4
50213,2017,1,4,1.0,0,1,1,3,2,3
50214,2017,0,3,1.0,1,1,1,2,2,2
50343,2017,1,2,0.0,0,1,1,0,0,4
50344,2017,0,2,1.0,1,1,1,4,4,3
50347,2017,0,2,1.0,1,1,1,4,0,4
50348,2017,1,3,1.0,1,1,1,2,3,2
50349,2017,0,3,2.0,1,1,1,3,2,4
50354,2017,0,3,1.0,1,0,1,1,1,4
50355,2017,0,2,1.0,1,1,1,1,1,4
50360,2017,1,2,1.0,1,1,1,2,3,2
50385,2017,1,2,2.0,0,0,1,4,4,1
50390,2017,1,4,1.0,1,1,1,2,0,4
50393,2017,0,2,1.0,0,1,0,2,2,1
50397,2017,1,3,2.0,1,1,1,2,3,3
50398,2017,0,1,2.0,1,1,1,2,0,2
50401,2017,1,3,1.0,0,0,0,3,3,2
50403,2017,1,2,2.0,1,0,0,3,1,3
50404,2017,1,3,2.0,0,1,1,4,4,1
50405,2017,0,3,1.0,0,0,1,1,2,3
50409,2017,0,3,2.0,1,1,1,0,0,3
50410,2017,1,2,2.0,1,1,1,3,0,3
50411,2017,0,0,2.0,0,1,1,1,0,4
50412,2017,1,4,1.0,1,1,1,3,2,2
50414,2017,0,1,1.0,1,1,1,0,1,4
50416,2017,1,4,2.0,1,0,1,4,4,3
50417,2017,0,0,1.0,1,1,1,3,2,4
50418,2017,1,1,2.0,1,1,1,3,3,3
50422,2017,1,3,1.0,1,1,1,2,3,3
50427,2017,0,4,2.0,0,1,1,1,0,3
50430,2017,1,4,0.0,0,0,1,4,3,3
50431,2017,1,4,1.0,0,1,1,3,4,4
50432,2017,0,3,1.0,1,1,1,2,1,0
50433,2017,1,4,1.0,0,0,1,4,3,1
50436,2017,0,3,1.0,1,1,1,4,0,4
50439,2017,0,1,0.0,0,1,1,4,4,2
50442,2017,0,3,1.0,0,1,1,2,0,3
50444,2017,1,4,1.0,0,0,1,1,0,3
50448,2017,1,2,2.0,1,1,1,3,2,3
50451,2017,0,2,1.0,0,1,1,2,1,4
50453,2017,0,3,1.0,1,0,1,0,0,4
50454,2017,0,3,2.0,0,1,0,3,4,1
50458,2017,0,2,0.0,0,1,1,4,4,3
50459,2017,0,2,1.0,0,0,1,2,0,3
50474,2017,0,2,1.0,1,1,1,1,1,3
50476,2017,0,2,2.0,1,1,1,1,1,3
50478,2017,1,3,2.0,1,1,1,1,3,3
50486,2017,0,3,0.0,1,0,1,3,4,3
50490,2017,0,2,1.0,0,0,0,0,0,4
50492,2017,1,3,1.0,0,1,1,3,0,2
50493,2017,1,0,2.0,1,1,1,0,0,4
50495,2017,0,3,2.0,1,1,1,1,0,3
50496,2017,1,2,2.0,1,0,1,2,3,4
50498,2017,1,3,2.0,1,0,1,4,4,4
50499,2017,0,0,2.0,0,0,0,0,0,0
50500,2017,1,3,1.0,1,1,1,4,4,2
50501,2017,1,2,1.0,1,1,1,4,4,1
50502,2017,1,1,1.0,0,1,1,2,3,4
50503,2017,0,1,1.0,1,1,1,2,0,4
50505,2017,0,1,1.0,1,1,1,0,3,4
50508,2017,1,2,1.0,1,1,1,4,2,4
50509,2017,0,0,2.0,1,1,1,3,1,4
50510,2017,1,4,1.0,1,1,1,4,4,0
50511,2017,0,2,2.0,1,1,1,1,0,4
50512,2017,1,2,0.0,0,1,1,1,0,4
50513,2017,1,1,2.0,1,1,1,0,1,4
50516,2017,1,1,1.0,1,0,1,1,2,4
50517,2017,1,3,0.0,0,0,1,2,2,2
50518,2017,1,3,1.0,1,1,1,3,2,3
50519,2017,1,4,2.0,1,1,1,3,1,4
50526,2017,0,2,2.0,1,1,1,3,4,3
50527,2017,1,2,2.0,1,1,1,0,0,3
50528,2017,0,2,2.0,1,1,1,0,2,3
50529,2017,0,2,2.0,0,0,1,1,1,4
50538,2017,1,2,2.0,1,0,1,2,0,4
50544,2017,1,3,2.0,1,1,1,0,1,4
50545,2017,0,3,1.0,1,0,1,0,0,4
50549,2017,1,4,1.0,1,1,1,1,1,3
50550,2017,1,2,1.0,0,1,1,3,0,4
50551,2017,1,3,1.0,1,1,1,3,2,3
50552,2017,1,2,1.0,1,1,1,4,3,2
50553,2017,1,2,1.0,0,1,1,2,4,3
50554,2017,1,1,2.0,1,1,1,2,3,3
50557,2017,1,2,1.0,0,1,1,3,3,4
50559,2017,1,2,1.0,0,0,1,2,4,3
50561,2017,1,1,1.0,1,1,1,1,0,4
50564,2017,1,2,1.0,0,1,1,1,2,2
50565,2017,1,2,1.0,1,1,1,1,2,3
50566,2017,1,1,1.0,1,1,1,3,3,3
50568,2017,1,3,1.0,1,1,1,3,1,3
50569,2017,1,3,1.0,0,1,1,2,3,3
50570,2017,1,2,1.0,0,1,1,1,0,3
50571,2017,1,4,2.0,1,1,1,1,0,4
50572,2017,1,3,2.0,1,1,1,3,4,3
50576,2017,0,3,1.0,1,1,1,3,2,3
50579,2017,0,3,1.0,1,1,1,2,4,3
50582,2017,1,2,1.0,1,1,1,3,2,1
50583,2017,1,2,2.0,1,1,1,1,1,2
50584,2017,0,3,2.0,1,1,1,0,4,4
50589,2017,0,2,2.0,1,1,1,1,0,2
50592,2017,1,4,1.0,1,1,1,3,4,3
50593,2017,1,3,1.0,1,1,1,3,2,4
50594,2017,0,1,2.0,0,0,1,1,2,4
50597,2017,1,1,1.0,0,0,0,4,4,4
50600,2017,0,4,0.0,0,1,1,4,4,4
50603,2017,0,1,1.0,1,1,1,3,3,3
50606,2017,0,1,1.0,1,1,1,0,0,3
50607,2017,0,3,0.0,0,1,1,3,3,1
50608,2017,0,1,1.0,1,1,1,0,4,2
50609,2017,0,2,1.0,0,1,1,1,1,3
50611,2017,0,1,1.0,1,1,1,0,3,3
50612,2017,0,1,1.0,1,1,1,1,1,2
50614,2017,0,2,1.0,0,1,1,1,3,3
50616,2017,0,2,2.0,1,0,1,1,2,1
50617,2017,0,1,2.0,1,1,1,2,2,2
50619,2017,0,3,1.0,1,1,1,1,2,3
50620,2017,0,1,2.0,1,1,1,0,0,4
50625,2017,0,1,0.0,0,1,1,3,2,1
50626,2017,0,2,1.0,1,1,1,2,1,3
50628,2017,0,1,1.0,1,0,1,3,3,3
50629,2017,0,2,2.0,0,1,1,2,0,4
50632,2017,0,1,1.0,1,1,1,3,1,3
50633,2017,0,1,2.0,0,0,0,2,1,2
50634,2017,1,1,1.0,0,1,0,2,1,4
50638,2017,1,3,2.0,1,1,1,0,1,4
50640,2017,1,0,2.0,1,1,1,0,3,3
50642,2017,1,4,1.0,1,1,1,4,3,3
50643,2017,1,3,2.0,1,1,1,1,1,3
50650,2017,0,2,0.0,0,0,1,2,2,2
50663,2017,1,3,1.0,1,1,1,0,0,4
50665,2017,1,1,1.0,1,1,1,1,2,3
50670,2017,0,0,1.0,1,1,1,1,0,0
50677,2017,1,3,2.0,1,1,1,3,4,4
50685,2017,1,3,0.0,0,1,1,1,0,1
50686,2017,1,3,1.0,0,0,1,1,1,3
50687,2017,0,3,2.0,0,0,1,1,0,4
50690,2017,1,3,2.0,1,1,1,3,4,3
50696,2017,1,2,1.0,0,1,1,4,4,4
50697,2017,0,2,2.0,0,1,1,2,1,1
50701,2017,1,1,1.0,1,1,1,2,0,4
50702,2017,0,4,1.0,0,0,1,1,1,3
50704,2017,1,2,1.0,1,1,1,3,4,3
50707,2017,1,4,2.0,1,1,1,4,2,4
50709,2017,1,4,2.0,1,0,1,3,4,3
50711,2017,0,2,1.0,0,1,1,2,3,3
50715,2017,1,3,2.0,1,0,1,1,3,2
50718,2017,1,4,2.0,1,1,1,3,0,4
50719,2017,1,4,1.0,1,0,1,1,2,4
50721,2017,0,0,2.0,0,0,1,4,4,4
50724,2017,1,3,2.0,1,1,1,0,1,3
50726,2017,1,2,2.0,1,1,1,2,2,3
50729,2017,0,3,2.0,1,1,1,1,0,3
50731,2017,0,1,1.0,0,0,1,3,4,4
50738,2017,1,0,1.0,1,1,1,4,0,4
50740,2017,1,1,1.0,1,1,1,3,3,4
50741,2017,0,2,0.0,0,1,1,3,3,4
50743,2017,1,0,2.0,0,1,0,2,2,2
50746,2017,0,1,2.0,1,0,1,0,0,0
50748,2017,0,3,2.0,0,0,1,3,2,2
50750,2017,1,2,2.0,1,0,1,3,4,3
50751,2017,0,4,1.0,1,0,1,3,4,0
50755,2017,1,3,1.0,1,1,1,4,4,4
50756,2017,1,3,2.0,1,0,1,2,0,3
50760,2017,1,2,1.0,1,1,1,4,2,2
50765,2017,0,3,1.0,1,0,1,3,2,1
50769,2017,0,1,2.0,0,1,1,1,0,3
50770,2017,1,3,2.0,0,1,0,2,1,4
50774,2017,0,1,2.0,1,1,1,1,2,2
50777,2017,0,0,2.0,0,0,1,1,4,2
50790,2017,1,4,1.0,0,0,1,4,4,0
50792,2017,1,2,1.0,0,1,1,2,3,3
50793,2017,0,1,2.0,1,1,1,1,4,3
50794,2017,1,0,0.0,0,1,1,1,3,3
50796,2017,1,1,2.0,0,0,0,1,1,4
50797,2017,0,0,1.0,1,1,1,2,1,2
50805,2017,0,2,1.0,1,1,1,0,3,4
50812,2017,0,0,2.0,0,0,0,4,4,4
50813,2017,0,2,1.0,0,1,1,1,3,3
50821,2017,0,2,2.0,0,1,1,2,0,3
50826,2017,1,1,1.0,1,1,1,0,0,4
50829,2017,1,1,1.0,1,0,1,1,3,3
50831,2017,1,2,1.0,1,1,1,4,3,3
50832,2017,0,2,1.0,0,1,1,1,1,4
50836,2017,1,2,1.0,1,1,1,3,2,2
50838,2017,1,1,1.0,0,0,1,3,3,2
50840,2017,1,2,1.0,1,1,1,1,1,4
50841,2017,1,1,2.0,1,0,1,3,3,3
50843,2017,0,2,2.0,1,1,1,1,3,2
50847,2017,1,2,2.0,1,1,1,1,1,4
50854,2017,1,3,2.0,1,1,1,1,0,4
50857,2017,1,3,1.0,0,1,1,1,1,4
50858,2017,1,4,1.0,1,1,1,3,0,3
50861,2017,0,2,1.0,0,0,1,0,2,0
50863,2017,1,2,2.0,1,1,1,3,3,3
50864,2017,1,3,0.0,0,0,1,1,1,4
50867,2017,0,3,2.0,0,0,1,2,3,3
50868,2017,0,2,2.0,1,1,1,3,1,1
50871,2017,1,3,0.0,0,1,1,4,4,2
50876,2017,1,3,2.0,0,1,1,1,3,3
50881,2017,1,1,2.0,1,1,1,3,2,3
50883,2017,1,2,1.0,1,1,1,3,3,4
50884,2017,1,2,2.0,1,0,1,2,3,3
50886,2017,0,3,2.0,0,1,1,3,3,3
50890,2017,0,3,2.0,1,1,1,1,3,3
50891,2017,0,2,2.0,1,1,1,3,3,3
50892,2017,1,2,1.0,1,1,1,2,4,3
50895,2017,0,3,1.0,0,1,1,1,0,4
50896,2017,0,2,2.0,1,1,1,4,2,4
50899,2017,1,2,1.0,1,1,1,2,2,2
50901,2017,0,2,2.0,0,1,1,4,4,3
50905,2017,1,2,0.0,0,0,1,2,4,3
50907,2017,1,2,2.0,0,0,1,3,4,4
50911,2017,1,1,2.0,1,1,1,2,0,4
50917,2017,0,0,0.0,0,1,1,3,1,3
50919,2017,1,1,1.0,1,1,1,1,2,2
50922,2017,1,1,2.0,1,1,1,2,3,3
50924,2017,0,2,2.0,0,0,0,4,2,1
50926,2017,0,2,2.0,1,1,1,0,0,3
50929,2017,0,2,2.0,1,1,1,2,2,4
50930,2017,1,3,1.0,1,1,1,3,0,4
50931,2017,0,0,1.0,1,1,1,2,2,2
50933,2017,0,0,1.0,0,1,1,2,2,2
50936,2017,1,2,2.0,1,0,1,4,0,4
50940,2017,0,0,2.0,0,1,1,0,2,2
50944,2017,1,2,1.0,1,1,1,2,4,2
50946,2017,1,4,2.0,1,1,1,0,0,4
50953,2017,1,3,1.0,1,1,1,2,2,3
50956,2017,1,4,2.0,1,1,1,1,3,4
50959,2017,1,4,0.0,0,0,1,3,3,3
50961,2017,1,2,1.0,1,1,0,1,3,3
50962,2017,1,3,1.0,1,0,1,0,0,4
50964,2017,0,1,2.0,1,1,1,2,1,3
50967,2017,0,2,2.0,1,1,1,2,0,2
50969,2017,1,3,1.0,1,1,1,4,4,3
50972,2017,0,4,1.0,0,1,1,1,2,4
50974,2017,1,3,1.0,1,1,1,0,0,4
50975,2017,0,3,2.0,1,1,1,4,0,4
50976,2017,0,2,1.0,1,1,1,3,2,3
50978,2017,0,1,1.0,1,1,1,2,0,4
50980,2017,1,4,2.0,1,1,1,3,4,2
50983,2017,0,2,1.0,0,1,1,2,2,3
50986,2017,0,2,2.0,1,1,1,0,2,3
50998,2017,0,3,1.0,1,1,1,1,1,3
51001,2017,0,2,0.0,0,1,1,0,0,2
51003,2017,0,4,1.0,1,0,1,4,1,4
51005,2017,0,2,1.0,1,1,1,1,0,4
51014,2017,1,3,2.0,1,0,1,3,4,3
51017,2017,0,3,2.0,1,1,1,1,3,3
51018,2017,0,1,2.0,1,1,1,0,3,4
51027,2017,1,2,2.0,1,1,1,2,4,3
51028,2017,1,3,2.0,1,1,1,2,1,3
51034,2017,0,0,2.0,0,1,1,0,4,4
51035,2017,1,3,2.0,1,0,1,4,4,4
51036,2017,0,4,2.0,1,1,1,2,4,4
51037,2017,1,2,1.0,1,1,1,4,2,3
51048,2017,1,0,2.0,1,1,1,1,1,4
51053,2017,0,2,2.0,1,0,1,0,0,3
51056,2017,0,2,2.0,1,1,1,0,1,3
51058,2017,0,2,2.0,1,1,1,3,0,3
51074,2017,0,0,2.0,0,0,1,4,0,2
51082,2017,1,1,2.0,0,0,1,2,0,4
51083,2017,0,1,1.0,0,1,1,4,3,3
51085,2017,1,2,2.0,0,1,1,4,2,4
51091,2017,0,3,1.0,1,1,1,0,0,4
51095,2017,1,1,1.0,0,1,1,2,3,3
51097,2017,1,1,1.0,1,1,1,2,2,4
51098,2017,0,0,1.0,0,1,1,0,0,4
51100,2017,0,2,2.0,1,1,1,4,1,3
51104,2017,1,2,1.0,0,1,0,4,2,2
51118,2017,1,1,1.0,0,1,1,0,0,4
51119,2017,1,4,2.0,1,1,1,3,3,4
51122,2017,1,3,2.0,0,1,1,3,2,3
51124,2017,1,3,2.0,1,0,0,0,0,1
51132,2017,0,0,1.0,1,1,1,1,3,4
51161,2017,0,2,1.0,1,1,1,2,2,2
51162,2017,1,0,0.0,0,0,1,4,4,3
51163,2017,0,1,1.0,1,1,1,1,3,4
51164,2017,1,0,0.0,0,0,0,2,1,4
