RESPONDENT_ID,V1_x,SEX,POL_BELIEFS,NUM_SIBS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
50002,2018,0,1,2.0,0,1,1,4,4,3
50005,2018,1,3,2.0,0,0,1,3,4,1
50006,2018,1,1,2.0,0,1,1,2,4,4
50008,2018,1,4,2.0,0,0,1,4,4,1
50009,2018,1,2,0.0,0,1,1,1,4,0
50010,2018,1,1,1.0,1,1,1,1,4,0
50014,2018,1,4,1.0,1,1,1,4,4,1
50021,2018,1,3,2.0,1,0,1,4,4,3
50022,2018,0,2,1.0,0,1,1,1,1,4
50150,2018,1,1,2.0,1,1,1,2,2,2
50151,2018,1,4,1.0,1,1,1,1,2,1
50153,2018,1,3,1.0,1,0,0,4,4,3
50154,2018,0,2,0.0,0,0,1,3,4,3
50156,2018,0,2,1.0,1,0,1,0,1,4
50159,2018,1,3,2.0,0,0,1,3,2,4
50165,2018,0,2,2.0,0,1,1,3,4,4
50166,2018,1,4,2.0,1,1,1,3,3,3
50168,2018,0,2,2.0,1,1,1,3,3,3
50171,2018,0,3,2.0,1,1,1,4,3,1
50173,2018,0,2,1.0,1,1,1,2,3,3
50174,2018,1,2,1.0,0,0,0,0,4,1
50175,2018,0,2,1.0,1,0,1,0,3,3
50176,2018,1,3,0.0,0,1,1,3,4,3
50180,2018,0,2,0.0,0,1,1,0,2,3
50181,2018,0,2,1.0,1,1,1,0,2,3
50182,2018,0,0,1.0,1,1,1,0,0,4
50185,2018,0,1,2.0,0,1,1,3,0,3
50186,2018,1,3,2.0,1,1,1,2,2,3
50188,2018,0,3,1.0,1,1,1,3,3,3
50191,2018,0,2,1.0,0,1,1,1,0,2
50192,2018,1,3,1.0,1,1,1,1,3,3
50195,2018,1,3,2.0,0,1,0,4,4,1
50196,2018,1,4,0.0,0,1,0,4,4,4
50197,2018,0,2,1.0,1,1,1,1,2,3
50198,2018,0,4,1.0,1,1,1,4,4,4
50200,2018,1,3,1.0,1,1,1,2,3,3
50202,2018,1,1,2.0,1,1,1,1,0,4
50206,2018,0,2,2.0,1,1,1,2,0,4
50207,2018,1,4,2.0,1,1,1,2,2,3
50208,2018,1,3,0.0,0,1,1,2,1,3
50212,2018,1,3,1.0,1,1,1,1,0,4
50213,2018,0,2,1.0,0,1,1,4,4,4
50214,2018,1,3,1.0,0,1,1,4,3,1
50215,2018,1,1,2.0,1,1,1,0,2,3
50218,2018,1,3,1.0,1,1,1,3,1,3
