RESPONDENT_ID,V1_x,SEX,POL_BELIEFS,NUM_SIBS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
1,2007,-9,-9,2,1,-9,-9,-9,-9,-9
2,2007,1,6,-9,-9,0,1,-9,-9,-9
3,2007,1,8,2,0,1,0,1,1,5
4,2007,2,8,-9,0,0,0,5,5,5
5,2007,1,6,2,0,0,0,1,1,1
6,2007,1,8,1,0,1,0,5,4,1
7,2007,1,1,1,0,1,1,5,-9,-9
8,2007,2,-9,2,1,0,0,-9,-9,-9
9,2007,2,8,1,1,1,1,3,3,5
10,2007,1,8,3,0,1,1,1,1,5
11,2007,2,8,3,1,1,1,2,1,5
12,2007,2,8,2,0,0,0,1,1,1
13,2007,2,8,0,-9,0,0,5,3,1
14,2007,1,2,3,0,0,1,-9,-9,-9
15,2007,-9,-9,2,1,-9,-9,-9,-9,-9
16,2007,1,8,0,0,1,1,-9,-9,-9
17,2007,1,3,3,0,0,1,1,1,5
18,2007,1,8,2,1,1,0,3,3,3
19,2007,1,6,3,0,0,0,3,3,3
20,2007,1,3,3,1,1,1,4,5,2
21,2007,1,1,3,1,1,1,1,1,1
22,2007,1,8,2,0,1,1,4,4,4
23,2007,2,8,1,1,0,0,2,4,3
24,2007,1,-9,2,1,0,0,1,-9,-9
25,2007,2,8,2,1,0,1,4,4,4
26,2007,1,8,2,0,0,1,-9,-9,-9
27,2007,2,2,3,0,1,1,5,5,3
28,2007,-9,-9,3,1,0,1,-9,-9,-9
29,2007,2,2,1,0,1,1,5,5,4
30,2007,2,8,1,1,1,1,4,4,4
31,2007,2,3,1,1,1,1,3,4,4
32,2007,1,6,2,0,0,1,-9,-9,-9
33,2007,1,8,2,0,1,1,4,4,2
34,2007,-9,2,1,1,1,1,3,3,3
35,2007,1,8,3,0,1,1,4,4,3
36,2007,2,8,3,0,0,1,2,3,4
37,2007,1,4,3,0,1,1,2,4,5
38,2007,1,8,3,1,0,1,1,1,4
39,2007,1,3,3,1,1,1,4,5,4
40,2007,2,4,1,1,1,1,-9,-9,-9
41,2007,2,8,3,0,1,1,3,3,5
42,2007,1,2,2,0,1,1,4,4,4
43,2007,2,3,2,1,0,1,2,1,1
44,2007,1,8,0,0,1,1,3,2,4
45,2007,2,8,1,1,0,0,5,3,2
46,2007,2,6,1,1,1,1,4,4,4
47,2007,1,8,3,1,1,1,-9,-9,-9
48,2007,1,8,1,1,1,1,4,4,3
49,2007,2,8,1,1,1,0,4,4,4
50,2007,2,3,2,1,0,1,4,3,4
51,2007,1,2,3,1,0,1,5,2,5
52,2007,2,8,3,0,1,1,3,3,3
53,2007,1,3,3,0,1,1,1,1,4
54,2007,2,8,-9,-9,1,1,2,5,4
55,2007,2,8,1,1,1,1,1,1,5
56,2007,1,4,2,1,1,1,3,1,5
57,2007,1,3,2,1,0,1,4,3,5
58,2007,2,8,2,1,0,1,3,3,5
59,2007,-9,-9,3,1,-9,-9,-9,-9,-9
60,2007,2,-9,2,0,1,0,5,5,4
61,2007,2,8,0,0,0,1,5,5,2
62,2007,2,3,1,0,1,1,3,3,5
63,2007,1,8,1,1,0,1,4,1,5
64,2007,2,5,0,0,1,1,5,4,4
65,2007,1,2,1,0,1,1,5,5,4
66,2007,2,4,1,1,0,1,5,5,1
67,2007,1,2,3,1,1,1,1,2,5
68,2007,2,4,3,1,0,1,4,5,3
69,2007,1,4,1,0,0,1,3,3,3
70,2007,-9,-9,2,1,-9,-9,-9,-9,-9
71,2007,1,8,-9,-9,1,1,4,1,5
72,2007,1,2,1,0,0,1,1,5,4
73,2007,2,3,3,1,1,1,5,5,4
74,2007,2,8,1,0,1,1,4,4,2
75,2007,2,1,3,1,1,1,2,2,5
76,2007,2,2,2,0,1,1,3,5,5
77,2007,1,8,1,1,1,1,2,5,5
78,2007,2,2,2,0,0,1,5,5,5
79,2007,2,3,1,1,0,0,4,3,3
80,2007,1,8,1,1,1,1,2,3,4
81,2007,1,3,1,0,1,1,1,1,4
82,2007,-9,3,0,0,1,1,3,5,5
83,2007,2,8,2,1,0,1,1,5,4
84,2007,2,3,3,0,1,1,3,1,4
85,2007,2,3,2,1,0,1,4,5,2
86,2007,1,8,2,1,1,1,4,5,3
87,2007,2,3,-9,0,1,1,2,4,4
88,2007,2,3,3,1,0,1,3,4,5
89,2007,1,8,3,1,0,1,3,2,4
90,2007,2,1,3,1,1,1,4,1,5
91,2007,1,8,1,1,1,1,5,3,2
92,2007,1,3,0,0,1,1,3,4,2
93,2007,2,4,3,1,0,0,5,5,2
94,2007,2,3,1,0,0,1,1,4,4
95,2007,1,8,2,1,1,1,2,4,4
96,2007,1,8,1,1,0,1,3,3,5
97,2007,2,8,-9,-9,1,1,4,5,5
98,2007,2,5,3,0,-9,-9,1,4,4
99,2007,2,8,3,1,1,1,1,5,-9
100,2007,2,1,3,1,0,0,1,1,1
101,2007,2,3,1,1,1,1,5,4,5
102,2007,2,8,3,1,0,0,4,3,4
103,2007,2,3,2,1,0,0,3,2,5
104,2007,2,8,2,0,1,1,3,3,4
105,2007,2,4,2,1,0,1,4,2,4
106,2007,1,2,3,1,1,1,2,2,5
107,2007,2,3,0,0,1,1,1,2,4
108,2007,2,8,3,1,0,1,1,1,-9
109,2007,2,8,3,1,1,1,1,4,1
110,2007,2,4,3,0,0,1,5,5,5
111,2007,2,2,3,1,0,1,5,1,4
112,2007,2,4,1,1,1,1,4,3,4
113,2007,2,8,3,1,1,1,5,5,5
114,2007,2,4,1,0,0,0,4,4,2
115,2007,1,8,3,0,1,0,1,1,5
116,2007,2,8,2,0,1,1,4,1,4
117,2007,2,2,3,1,1,1,3,3,4
118,2007,1,8,3,0,1,1,3,3,1
119,2007,2,5,3,0,1,1,5,1,3
120,2007,1,3,2,0,1,1,4,5,5
121,2007,2,8,1,1,0,1,4,3,4
122,2007,1,6,3,1,0,1,5,3,4
123,2007,1,3,1,0,1,1,3,4,4
124,2007,1,8,2,1,1,1,1,1,5
125,2007,2,3,3,1,1,1,4,5,3
126,2007,1,8,0,0,1,1,5,5,1
127,2007,2,3,3,0,0,1,2,3,4
128,2007,1,8,3,0,0,1,1,2,4
129,2007,1,8,1,0,0,1,5,1,5
130,2007,1,8,3,1,1,1,1,1,5
131,2007,1,3,3,1,0,1,2,3,2
132,2007,1,8,3,1,1,1,1,1,5
133,2007,1,8,0,0,0,1,4,5,1
134,2007,2,3,3,1,1,1,4,5,5
135,2007,-9,-9,2,1,-9,-9,-9,-9,-9
136,2007,1,3,1,0,1,1,3,3,3
137,2007,1,4,1,0,1,1,5,4,3
138,2007,2,8,3,1,1,1,4,5,1
139,2007,2,8,3,1,1,1,2,2,4
140,2007,2,5,1,1,1,1,4,4,4
141,2007,-9,-9,3,1,-9,-9,-9,-9,-9
142,2007,2,3,1,1,0,0,5,2,4
143,2007,1,-9,3,1,-9,-9,-9,-9,-9
144,2007,1,-9,1,1,-9,-9,-9,-9,-9
145,2007,1,2,3,1,1,1,3,1,5
146,2007,1,5,3,0,1,1,2,4,2
147,2007,2,3,2,0,1,1,3,3,5
148,2007,-9,-9,1,1,-9,-9,-9,-9,-9
149,2007,2,2,3,0,1,1,4,5,3
150,2007,1,3,3,1,1,1,1,1,4
151,2007,-9,1,0,0,0,1,4,4,3
152,2007,2,4,3,1,0,1,4,4,4
153,2007,2,3,3,1,1,1,3,3,4
154,2007,1,8,3,1,0,1,4,3,3
155,2007,1,3,2,1,1,1,5,4,4
156,2007,1,2,1,1,0,1,5,1,4
157,2007,2,3,3,1,1,0,1,1,4
158,2007,2,8,1,0,0,0,5,2,4
159,2007,2,4,1,0,1,1,1,1,5
160,2007,1,3,3,1,1,1,-9,-9,-9
161,2007,1,8,3,1,1,1,2,5,3
162,2007,2,3,3,1,1,1,3,4,3
163,2007,2,4,3,0,0,1,1,3,5
164,2007,2,8,2,0,1,1,4,3,4
165,2007,1,8,3,0,1,1,2,-9,3
166,2007,2,8,3,1,1,1,4,4,3
167,2007,2,8,1,1,0,1,3,-9,-9
168,2007,2,2,2,1,1,1,5,5,1
169,2007,1,3,1,0,1,1,3,4,4
170,2007,1,8,1,1,0,1,5,4,5
171,2007,2,8,2,1,0,0,-9,-9,-9
172,2007,1,4,3,1,0,1,2,4,3
173,2007,1,8,0,0,1,1,-9,-9,-9
174,2007,1,3,1,0,1,1,4,3,3
175,2007,2,8,1,1,0,1,2,4,4
176,2007,2,4,1,0,1,1,5,5,1
177,2007,1,8,2,0,0,1,3,3,3
178,2007,2,8,2,1,1,1,5,2,2
179,2007,2,8,2,1,1,1,4,1,5
180,2007,1,3,3,1,1,1,5,4,4
181,2007,2,4,2,1,0,1,4,1,5
182,2007,1,4,3,1,1,1,4,2,5
183,2007,1,8,3,0,1,0,3,3,2
184,2007,2,4,-9,-9,1,1,5,5,4
185,2007,1,2,1,1,0,1,5,4,3
186,2007,1,3,3,1,0,1,1,1,5
187,2007,2,8,3,0,0,1,5,4,5
188,2007,1,8,2,1,0,1,-9,-9,-9
189,2007,1,6,2,1,1,1,4,5,1
190,2007,1,3,3,1,0,0,5,5,5
191,2007,1,5,3,1,0,1,5,5,5
192,2007,-9,8,3,1,0,0,3,-9,-9
193,2007,1,3,3,0,1,1,4,4,4
194,2007,2,8,-9,-9,1,1,4,2,2
195,2007,2,-9,1,1,0,1,-9,-9,-9
196,2007,1,3,2,1,1,1,4,4,4
197,2007,1,3,-9,-9,0,0,-9,-9,-9
198,2007,2,8,2,0,1,1,5,1,5
199,2007,2,4,2,1,1,1,5,5,4
200,2007,2,5,3,0,0,1,-9,-9,-9
201,2007,2,8,1,1,1,1,1,1,2
202,2007,2,4,0,0,1,1,4,2,4
203,2007,2,3,3,0,0,1,4,4,4
204,2007,2,8,2,1,0,0,-9,-9,-9
205,2007,1,5,3,0,0,0,4,4,4
206,2007,1,8,3,1,1,1,2,4,4
207,2007,2,3,3,1,0,1,2,2,4
208,2007,2,4,3,1,1,1,5,4,4
209,2007,1,3,3,1,0,1,1,5,5
210,2007,2,-9,2,1,1,1,3,1,5
211,2007,2,3,3,1,1,1,2,5,5
212,2007,2,4,0,0,1,1,3,1,4
213,2007,2,4,3,0,0,1,3,1,1
214,2007,2,8,1,1,0,0,4,5,2
215,2007,2,4,1,0,0,1,4,5,4
216,2007,1,2,3,1,1,1,1,4,1
217,2007,1,8,2,0,1,1,5,4,4
218,2007,1,8,2,1,1,1,2,4,4
219,2007,2,4,3,1,0,1,4,3,4
220,2007,2,8,1,1,1,1,3,4,4
221,2007,2,4,3,1,1,1,2,1,5
222,2007,1,4,3,1,0,0,5,4,4
223,2007,1,6,0,0,0,1,1,4,5
224,2007,2,8,3,1,1,1,1,1,2
225,2007,2,5,1,1,0,0,4,2,2
226,2007,2,5,2,1,1,1,4,1,5
227,2007,2,3,3,1,0,1,5,5,3
228,2007,2,2,1,1,1,1,4,4,4
229,2007,2,4,1,1,1,1,4,1,5
230,2007,2,1,1,1,1,1,-9,-9,-9
231,2007,2,3,2,1,1,1,3,4,4
232,2007,1,3,3,1,0,1,2,1,4
233,2007,1,8,3,1,0,1,5,4,4
234,2007,1,6,3,1,1,1,4,5,4
235,2007,1,8,1,0,1,1,3,3,3
236,2007,1,3,3,0,0,1,4,2,4
237,2007,1,2,3,0,0,0,3,2,4
238,2007,1,3,3,1,0,1,1,5,5
239,2007,1,3,1,1,1,1,1,2,4
240,2007,1,2,3,0,1,1,1,4,4
241,2007,2,8,3,1,0,1,4,5,3
242,2007,1,3,3,0,1,1,4,4,5
243,2007,1,2,1,1,0,1,2,4,4
244,2007,1,3,3,1,1,1,3,3,4
245,2007,2,4,1,0,0,1,3,2,5
246,2007,1,8,3,1,1,1,2,3,3
247,2007,2,3,3,0,0,1,3,4,2
248,2007,1,4,2,1,1,1,3,3,3
249,2007,2,5,3,1,0,1,4,5,5
250,2007,2,3,2,1,1,1,1,1,1
251,2007,1,8,2,1,0,1,5,4,2
252,2007,1,-9,3,0,1,0,-9,-9,-9
253,2007,2,8,1,1,1,1,5,5,3
254,2007,2,4,3,1,1,1,1,4,2
255,2007,2,8,2,0,1,1,1,3,3
256,2007,2,4,-9,0,1,1,4,1,5
257,2007,2,5,1,0,0,1,-9,-9,-9
258,2007,1,1,3,1,1,0,5,5,4
259,2007,2,4,1,1,0,1,4,4,5
260,2007,2,8,3,1,0,1,4,5,4
261,2007,2,4,1,1,0,1,5,5,1
262,2007,1,8,2,1,0,1,-9,-9,-9
263,2007,1,8,0,0,0,0,3,5,5
264,2007,2,4,3,1,1,1,4,4,5
265,2007,1,4,1,0,1,1,1,1,4
266,2007,2,4,3,1,1,1,5,4,4
267,2007,1,1,3,1,1,1,5,2,2
268,2007,1,3,3,0,0,1,5,5,5
269,2007,1,3,2,1,1,1,3,4,4
270,2007,2,8,3,0,0,1,-9,-9,-9
271,2007,2,5,3,0,0,1,5,4,4
272,2007,2,2,2,0,0,1,4,1,5
273,2007,2,5,0,0,0,1,3,3,5
274,2007,2,8,3,1,1,1,4,3,4
275,2007,1,1,3,1,1,1,5,1,4
276,2007,1,5,3,1,1,0,5,1,5
277,2007,2,3,3,1,1,1,3,2,4
278,2007,1,4,1,0,1,1,5,3,5
279,2007,1,1,1,1,1,1,5,5,1
280,2007,2,3,-9,-9,1,1,-9,-9,-9
281,2007,2,6,3,1,0,1,-9,-9,-9
282,2007,1,4,1,1,1,1,5,3,4
283,2007,1,5,3,1,1,1,5,3,3
284,2007,1,5,1,1,1,1,2,1,5
285,2007,1,5,3,0,1,1,1,3,4
286,2007,1,1,3,1,1,1,4,5,4
287,2007,1,8,1,0,1,0,3,4,2
288,2007,1,6,3,1,1,1,3,3,5
289,2007,-9,-9,1,1,-9,-9,-9,-9,-9
290,2007,1,8,3,0,1,0,2,2,4
291,2007,1,8,3,1,0,1,-9,-9,-9
292,2007,1,3,3,1,1,1,3,4,4
293,2007,-9,-9,3,1,-9,-9,-9,-9,-9
294,2007,1,2,1,1,0,0,5,5,-9
295,2007,1,8,2,1,1,1,3,3,3
296,2007,1,8,2,1,0,1,1,-9,-9
297,2007,1,8,3,0,0,1,1,3,5
298,2007,-9,-9,2,1,-9,-9,-9,-9,-9
299,2007,1,3,3,1,1,1,1,1,5
300,2007,1,3,1,0,1,1,1,1,5
301,2007,1,4,-9,-9,1,1,3,4,5
302,2007,2,8,3,0,1,1,2,2,5
303,2007,2,8,1,1,1,1,4,4,4
304,2007,1,8,3,1,1,1,1,1,4
305,2007,1,8,2,1,1,1,1,2,4
306,2007,1,8,2,1,1,0,1,3,4
307,2007,1,2,3,1,1,1,3,4,4
308,2007,1,8,1,1,1,1,1,1,4
309,2007,1,6,3,1,0,0,1,1,5
310,2007,2,2,3,0,0,1,3,1,5
311,2007,-9,-9,2,1,-9,-9,-9,-9,-9
312,2007,1,1,3,1,0,1,-9,-9,-9
313,2007,2,-9,3,1,1,1,2,1,4
314,2007,2,8,1,0,1,1,4,5,1
315,2007,2,8,2,0,0,1,3,5,5
316,2007,1,4,-9,-9,1,1,5,1,5
317,2007,1,8,0,0,1,1,3,3,3
318,2007,2,8,3,0,1,1,2,2,4
319,2007,1,3,3,1,1,1,1,1,5
320,2007,1,8,2,0,0,0,1,1,1
321,2007,2,8,3,0,1,1,1,5,1
322,2007,2,8,1,0,0,1,5,5,3
323,2007,2,8,3,0,1,1,3,4,4
324,2007,2,8,2,1,1,1,4,4,4
325,2007,1,8,3,0,0,0,1,1,2
326,2007,1,8,3,0,1,1,2,3,5
327,2007,2,3,3,0,1,1,3,5,5
328,2007,1,4,3,1,0,0,1,5,5
329,2007,1,8,1,0,1,1,3,2,5
330,2007,2,8,2,0,0,0,-9,-9,-9
331,2007,1,2,2,0,0,0,3,5,2
332,2007,1,8,3,1,1,1,2,2,1
