RESPONDENT_ID,V1_x,SEX,POL_BELIEFS,NUM_SIBS,BR_SR_inhouse,FATHR_PRES,MOTHR_PRES,LONELY,WISH_MORE_FRNDS,USLLY_FRNDS
50004,2012,1,1,2.0,1,0,1,4,1,5
50008,2012,2,3,2.0,0,0,0,2,4,2
50009,2012,2,2,0.0,0,1,1,1,2,4
50012,2012,2,8,1.0,1,0,1,3,4,4
50015,2012,1,8,2.0,1,1,0,1,1,5
50017,2012,2,8,0.0,0,1,1,1,1,5
50018,2012,2,3,2.0,1,1,1,5,5,5
50020,2012,1,3,1.0,1,1,1,3,2,3
50021,2012,2,3,2.0,0,1,1,1,2,4
50022,2012,1,2,2.0,1,1,1,1,4,5
50023,2012,1,2,1.0,0,1,1,4,1,5
50024,2012,1,8,2.0,1,1,1,5,1,3
50025,2012,1,4,2.0,1,1,1,2,5,4
50027,2012,1,5,0.0,0,0,1,1,2,5
50028,2012,1,8,1.0,0,1,0,1,2,2
50029,2012,2,4,1.0,1,1,0,3,1,5
50036,2012,1,3,1.0,1,0,1,4,2,2
50037,2012,2,5,1.0,1,0,1,1,4,5
50038,2012,1,3,2.0,0,1,1,1,1,5
50041,2012,2,5,0.0,0,1,1,5,4,5
50043,2012,2,3,1.0,1,1,1,1,3,4
50044,2012,2,2,2.0,1,0,1,1,5,4
50046,2012,1,3,1.0,0,1,1,2,1,5
50048,2012,1,2,2.0,1,1,1,1,1,5
50053,2012,1,8,1.0,1,1,1,1,4,4
50061,2012,2,8,2.0,1,1,1,3,3,3
50064,2012,1,2,1.0,0,1,1,1,3,5
50065,2012,1,2,2.0,1,0,1,1,2,4
50067,2012,1,8,2.0,0,0,0,5,5,5
50069,2012,1,3,1.0,1,1,1,3,5,5
50071,2012,2,8,2.0,1,1,1,-9,-9,-9
50072,2012,2,2,1.0,0,1,1,2,1,4
50073,2012,2,3,1.0,0,0,1,3,5,5
50074,2012,2,3,1.0,1,0,1,1,3,4
50078,2012,1,2,2.0,1,0,1,3,4,4
50080,2012,1,3,1.0,1,1,1,3,3,4
50082,2012,1,3,1.0,1,0,0,4,4,4
50085,2012,1,8,2.0,1,1,1,2,2,4
50086,2012,1,5,1.0,1,1,1,2,2,5
50087,2012,1,2,2.0,1,1,1,3,2,5
50088,2012,1,3,1.0,1,1,1,3,1,5
50091,2012,2,4,1.0,0,1,1,4,4,5
50094,2012,2,4,2.0,1,1,1,1,3,4
50095,2012,2,8,1.0,1,1,1,5,4,5
50096,2012,2,2,0.0,0,0,1,3,1,5
50097,2012,1,2,2.0,1,1,1,3,4,5
50101,2012,-9,-9,-9.0,-9,-9,-9,-9,-9,-9
50102,2012,2,8,1.0,1,1,1,1,1,5
50103,2012,1,1,1.0,1,1,1,4,4,5
50105,2012,1,8,1.0,1,1,1,3,4,4
50106,2012,2,2,1.0,1,0,1,2,2,5
50107,2012,1,4,1.0,1,1,1,-9,-9,-9
50108,2012,1,3,2.0,0,0,1,1,2,5
50110,2012,1,3,1.0,1,1,1,2,2,4
50112,2012,2,3,0.0,0,1,1,1,2,5
50114,2012,2,4,1.0,0,0,1,4,2,4
50115,2012,1,2,2.0,1,1,1,1,1,5
50116,2012,2,8,1.0,1,1,1,4,4,5
50118,2012,2,8,2.0,1,1,1,4,3,3
50121,2012,2,8,2.0,1,0,1,3,4,4
50122,2012,2,4,1.0,1,1,0,2,3,5
50125,2012,1,4,1.0,1,1,1,4,3,5
50127,2012,2,2,2.0,1,1,1,1,3,4
50128,2012,2,3,1.0,0,1,1,1,1,5
50129,2012,1,2,2.0,1,1,1,4,2,4
50131,2012,2,3,2.0,0,1,1,4,5,5
50132,2012,2,4,2.0,1,1,1,2,5,4
50133,2012,2,2,1.0,1,1,1,1,1,5
50134,2012,2,5,1.0,1,1,1,3,2,4
50135,2012,1,4,1.0,0,1,1,3,4,4
50136,2012,1,4,0.0,0,0,1,3,4,2
50137,2012,2,4,0.0,0,1,1,2,4,2
50138,2012,1,5,1.0,1,1,1,2,5,3
50140,2012,1,5,0.0,0,1,1,1,5,4
50141,2012,1,8,2.0,1,1,1,5,5,2
50143,2012,1,6,0.0,0,0,0,1,3,5
50144,2012,1,4,0.0,0,0,1,2,2,4
50145,2012,1,5,1.0,1,1,0,4,5,5
50146,2012,1,3,2.0,0,0,1,1,2,4
50148,2012,1,8,1.0,1,1,1,-9,-9,-9
50149,2012,1,8,2.0,0,1,0,3,5,4
50151,2012,1,4,2.0,1,1,1,5,5,4
50152,2012,2,5,2.0,1,0,1,2,4,5
50154,2012,1,8,2.0,0,0,1,4,5,4
50155,2012,1,8,1.0,1,1,1,5,1,5
50156,2012,2,5,2.0,1,0,0,3,5,5
50158,2012,1,8,2.0,1,1,1,1,2,5
50160,2012,1,3,1.0,1,1,1,1,1,5
50164,2012,1,3,0.0,0,1,1,4,4,5
50165,2012,2,3,2.0,1,1,1,1,4,5
50166,2012,1,8,2.0,1,1,1,1,1,5
50168,2012,1,8,1.0,0,1,1,3,5,4
50169,2012,2,8,2.0,1,1,1,3,1,5
50172,2012,1,8,1.0,1,1,1,1,1,4
50173,2012,1,6,2.0,1,1,1,1,3,3
50175,2012,1,8,2.0,1,1,1,1,1,5
50176,2012,1,8,2.0,1,1,1,3,4,5
50179,2012,1,3,2.0,1,1,1,3,5,4
50181,2012,2,8,0.0,0,1,1,2,4,4
50182,2012,1,8,2.0,1,1,1,4,1,4
50183,2012,1,3,2.0,1,1,1,2,4,4
50185,2012,2,8,1.0,1,1,1,2,3,4
50188,2012,2,8,1.0,1,1,1,2,2,5
50190,2012,-9,8,2.0,1,1,1,1,1,5
50193,2012,1,3,1.0,1,1,1,3,1,5
50194,2012,1,3,1.0,1,1,1,1,5,5
50195,2012,2,8,2.0,1,1,1,3,4,4
50197,2012,1,2,2.0,1,1,1,4,4,4
50200,2012,1,2,2.0,0,1,0,1,-9,-9
50201,2012,2,6,2.0,0,1,1,2,4,4
50203,2012,2,4,1.0,1,1,1,4,4,4
50204,2012,1,8,1.0,1,1,1,2,4,4
50205,2012,1,2,2.0,1,1,1,4,4,4
50206,2012,-9,4,1.0,0,1,1,-9,-9,-9
50207,2012,1,8,1.0,0,0,0,5,5,1
50208,2012,1,8,1.0,0,0,1,2,-9,-9
50211,2012,1,8,1.0,1,1,1,1,5,5
50212,2012,1,8,1.0,1,1,1,3,4,-9
50213,2012,1,2,2.0,1,1,1,2,5,5
50215,2012,2,4,2.0,1,1,1,1,1,4
50216,2012,2,8,1.0,1,1,1,3,3,4
50220,2012,1,3,2.0,1,1,1,3,2,5
50226,2012,1,4,2.0,1,1,1,2,4,5
50231,2012,2,3,2.0,0,0,1,2,1,5
50232,2012,1,8,2.0,0,1,1,-9,-9,-9
50234,2012,1,8,2.0,1,1,1,2,1,4
50236,2012,2,8,2.0,1,0,1,3,3,3
50237,2012,1,3,1.0,0,1,1,1,4,5
50240,2012,1,8,1.0,1,1,1,3,5,5
50241,2012,1,3,0.0,0,0,1,1,1,1
50242,2012,1,8,2.0,1,1,1,3,5,5
50244,2012,2,4,1.0,1,1,1,5,3,5
50247,2012,1,8,2.0,1,1,1,3,4,4
50252,2012,1,8,2.0,1,1,1,4,3,4
50254,2012,1,2,1.0,1,1,1,1,4,4
50255,2012,1,5,2.0,1,1,1,-9,-9,-9
50256,2012,1,1,2.0,1,1,1,2,4,4
50259,2012,2,8,0.0,0,0,1,4,5,1
50262,2012,2,5,2.0,1,1,1,5,5,4
50265,2012,2,8,2.0,1,1,1,3,4,4
50266,2012,2,3,2.0,1,1,1,2,2,4
50268,2012,1,8,2.0,1,1,1,1,4,4
50269,2012,2,8,2.0,0,1,1,2,3,5
50271,2012,1,8,1.0,1,1,1,4,2,4
50276,2012,2,8,1.0,1,1,1,1,5,1
50277,2012,1,3,2.0,1,1,1,2,1,1
50279,2012,2,8,1.0,1,1,1,1,1,1
50281,2012,2,3,2.0,1,1,1,5,5,5
50283,2012,1,8,0.0,0,1,1,2,2,4
50289,2012,1,8,1.0,1,1,1,5,4,5
50291,2012,-9,-9,-9.0,-9,-9,-9,4,5,4
50292,2012,2,4,2.0,1,1,1,-9,-9,-9
50294,2012,2,4,0.0,0,1,1,4,4,4
50296,2012,1,8,1.0,1,1,1,3,2,3
50297,2012,-9,1,2.0,1,1,1,1,1,5
50299,2012,2,8,2.0,1,0,1,5,5,4
50300,2012,2,5,1.0,0,1,0,1,3,4
50302,2012,2,8,1.0,1,1,0,2,2,4
50304,2012,2,8,2.0,1,1,1,-9,-9,-9
50305,2012,2,8,1.0,1,1,1,3,1,1
50307,2012,1,5,1.0,1,1,1,2,2,4
50308,2012,2,4,1.0,1,1,1,2,1,5
50309,2012,1,3,2.0,1,1,1,1,3,2
50311,2012,2,2,2.0,1,1,1,3,1,5
50312,2012,2,4,2.0,1,1,1,2,1,5
50313,2012,1,4,1.0,1,1,1,2,4,3
50314,2012,2,8,0.0,0,1,1,3,2,4
50315,2012,1,8,2.0,1,1,1,2,3,3
50316,2012,1,3,1.0,1,0,1,4,3,2
50319,2012,-9,-9,-9.0,-9,-9,-9,-9,-9,-9
50320,2012,1,4,2.0,1,1,1,5,5,4
50323,2012,2,-9,0.0,0,1,1,3,3,4
50324,2012,2,8,2.0,1,1,1,3,1,5
50325,2012,1,2,1.0,1,1,1,1,1,5
50326,2012,2,6,1.0,0,1,1,5,3,4
50327,2012,2,8,0.0,0,0,1,2,3,4
50328,2012,1,2,1.0,1,1,1,1,5,1
50329,2012,2,4,1.0,1,1,1,1,1,5
50330,2012,2,8,2.0,1,1,0,2,2,5
50331,2012,1,3,1.0,0,1,1,1,1,5
50332,2012,2,3,1.0,0,0,1,5,5,3
50333,2012,2,4,2.0,1,1,1,1,3,4
50334,2012,2,4,1.0,1,1,0,3,3,5
50335,2012,1,2,0.0,0,1,0,4,5,5
50336,2012,2,3,1.0,1,1,1,4,2,4
50337,2012,1,2,1.0,0,0,1,4,2,5
50338,2012,2,4,1.0,1,1,1,1,1,5
50339,2012,1,3,1.0,1,1,1,1,1,5
50340,2012,1,4,2.0,1,1,1,1,1,5
50341,2012,1,4,1.0,1,1,1,2,1,5
50343,2012,2,2,1.0,1,1,1,2,1,4
50344,2012,1,5,1.0,0,1,1,5,2,3
50345,2012,1,2,1.0,1,1,1,5,5,2
50346,2012,2,3,2.0,0,1,1,2,4,2
50347,2012,1,8,2.0,1,1,1,1,1,1
50348,2012,1,3,0.0,0,0,1,4,5,4
50349,2012,2,4,0.0,0,1,1,3,5,5
50350,2012,2,4,2.0,1,1,1,3,2,4
50351,2012,1,4,2.0,1,1,1,2,2,5
50352,2012,2,2,2.0,1,0,1,4,1,5
50353,2012,2,4,1.0,1,1,1,3,4,4
50354,2012,1,8,1.0,1,1,1,1,1,5
50356,2012,1,3,1.0,1,1,1,3,5,5
50357,2012,1,4,1.0,1,1,1,1,2,1
50358,2012,1,2,1.0,1,1,1,3,2,4
